Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category,Predicted Risk Category,Phone Number,Address
E0774,65,Minor,None,None,Flagged,Fail,9,Moderate,Moderate,(488)871-6651,"071 Long Gateway
South Barbaraborough, YT N7B 7A6"
E0775,91,None,Within past year,None,None,Pass,8,Moderate,Moderate,352.574.5758x75051,"3727 Brandon Stream Apt. 934
Parsonsberg, YT X6V7G4"
E0776,19,None,Within past year,None,Flagged,Pass,9,Moderate,Moderate,584.847.5494x715,"0407 Lewis Spurs Apt. 659
Westview, BC H8G 5X6"
E0777,11,None,None,None,Flagged,Pass,7,Moderate,Moderate,(781)950-0414,"675 Bradley Island Apt. 551
Bushton, NB R5N4M2"
E0778,27,None,None,None,None,Pass,6,Low,Low,+1-833-409-1227x7852,"8154 Shaw Vista
Kennedyville, QC S4V4N3"
E0779,64,None,None,None,None,Pass,6,Low,Low,(602)959-8489x24368,"2112 Frank Groves Suite 561
New Samuelbury, AB G6T4H2"
E0780,25,None,None,None,None,Pass,6,Low,Low,518.716.5886x205,"9605 Tammy Drives Apt. 860
Greeneton, QC G4N4Y8"
E0781,165,None,None,None,None,Pass,6,Low,Low,566.838.6783,"432 Parker Turnpike Suite 769
Port Gregory, NL R2H 9A1"
E0782,12,None,None,None,None,Pass,6,Low,Low,305-393-7485x88312,"544 Richard Cape
Sandrafurt, NL C5M 7N3"
E0783,45,None,None,None,None,Pass,6,Low,Low,001-479-560-2586x691,"97775 Leslie Parkway
Kemphaven, ON G1M 2N5"
E0784,81,None,None,Minor,None,Pass,7,Moderate,Moderate,656-973-0947,"7573 Leslie Estates
East Anthony, SK T5Y 2J7"
E0785,12,None,None,None,None,Pass,6,Low,Low,(774)352-1676x4134,"608 Matthew Station
South Sandraview, ON N6E 1L5"
E0786,165,None,None,None,None,Pass,6,Low,Low,(643)987-9347x90833,"803 Myers Forges Apt. 954
Schneiderton, NU S7E1J1"
E0787,137,None,None,None,None,Fail,7,Moderate,Moderate,(330)609-3481,"574 Harrington Flats Suite 024
East Joshua, NL X4R3R7"
E0788,150,None,None,None,None,Pass,6,Low,Low,7722236641,"8303 Andrew Vista Apt. 787
East Jessicaland, NT A7A 1N9"
E0789,163,None,None,None,Flagged,Pass,7,Moderate,Moderate,(410)856-6286,"54157 John Meadows
Jamesview, NU S6T 5V5"
E0790,38,None,Within past year,None,None,Fail,9,Moderate,Moderate,947.591.0303x9078,"328 Foster Roads
Port Tammy, PE K7V 4C5"
E0791,126,None,None,None,None,Pass,6,Low,Low,(847)213-7083,"0281 Morrison Burgs Apt. 733
West Robert, MB H8E 2K1"
E0792,136,None,Within past year,None,None,Pass,8,Moderate,Moderate,(774)286-0978x99317,"46342 Perez Springs
Jonathanside, MB M4S 3S9"
E0793,72,None,None,Minor,None,Pass,7,Moderate,Moderate,7072565647,"2025 Matthew Shoals Suite 714
Montoyatown, NB C9Y6A4"
E0794,158,None,None,None,None,Pass,6,Low,Low,+1-279-661-1514,"160 Matthew Alley Suite 416
Lake Joseph, MB E2S 4E9"
E0795,34,None,None,None,None,Pass,6,Low,Low,+1-320-369-1156,"7528 Carey Plaza
Daughertyfurt, PE R7G 4B6"
E0796,47,None,None,None,None,Pass,6,Low,Low,410.809.1432x213,"8587 Jessica Harbor
Santosport, NU E3J6V7"
E0797,26,None,None,None,None,Pass,6,Low,Low,+1-885-953-2920x7437,"851 Jeremy Well
East Philipton, PE B6Y3K7"
E0798,17,None,None,Major,None,Fail,9,Moderate,Moderate,636.972.2614x8770,"86993 Butler Ports Suite 302
Kevinmouth, NT C9H9R3"
E0799,176,None,None,None,None,Pass,6,Low,Low,807-387-8622x09132,"9885 Miller Lights Apt. 217
South Michaelport, QC N2V 8B1"
E0800,188,None,None,None,None,Pass,6,Low,Low,(265)933-2303,"8384 Danielle Viaduct
Tammyborough, PE C9B7A6"
E0801,111,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,(379)881-9618x7218,"82884 Dustin Isle
Millsfurt, NB A5B7Y6"
E0802,62,None,Within past year,None,None,Pass,8,Moderate,Moderate,(386)583-0784x629,"293 Nguyen Roads
Washingtonside, NU T5R3T7"
E0803,69,None,None,None,None,Pass,6,Low,Low,(826)615-1806,"0520 Crosby Point Suite 699
Figueroafurt, NB L1Y 7T5"
E0804,181,None,None,None,Flagged,Pass,7,Moderate,Moderate,(217)537-7303x18039,"319 Jeffrey Gardens Suite 327
Port Rita, SK C5L9V4"
E0805,197,None,None,None,None,Pass,6,Low,Low,(596)771-6149x465,"606 Mercado Springs Apt. 153
New Deniseland, AB E4X3G3"
E0806,161,None,None,None,None,Pass,6,Low,Low,696-226-9254,"6513 Kara Pike Apt. 823
West Jameston, AB Y8G 4B7"
E0807,118,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-820-843-3174x29626,"71810 Kelly Court Suite 767
New Nataliemouth, BC Y8K 2B1"
E0808,82,None,None,Major,Flagged,Pass,9,Moderate,Moderate,+1-346-624-9993,"8985 Reyes Stream
Desireeville, MB A1X8Y8"
E0809,81,None,None,None,Flagged,Pass,7,Moderate,Moderate,848-827-5002,"091 Jesus Plaza
Lake Rebeccatown, NB M1A1A3"
E0810,56,None,None,None,None,Pass,6,Low,Low,(523)873-1237,"106 Fowler Flats
East Ruth, YT H4J4A5"
E0811,161,None,None,None,None,Pass,6,Low,Low,271-687-4132x20590,"5484 Singleton Shore
New Shannon, SK E5H 4N6"
E0812,159,Minor,None,None,None,Pass,7,Moderate,Moderate,(476)590-9417x93329,"615 Johnson Lodge
Port Erin, QC S2C 4B9"
E0813,35,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate,Moderate,374.574.5681,"587 Shaw Canyon Suite 260
Perkinsberg, NB V1B5A4"
E0814,64,None,None,None,None,Pass,6,Low,Low,001-868-412-7326x7623,"6111 Summers Spring Apt. 153
South John, ON R9X 2P2"
E0815,90,None,None,None,None,Pass,6,Low,Low,548-500-7993x1459,"446 Phillips Mountains Suite 261
North Staceyview, BC T5Y 6G2"
E0816,94,None,None,None,None,Pass,6,Low,Low,841-423-0986x73231,"16877 Gallagher Common Apt. 926
East Marymouth, YT J5J 2G8"
E0817,57,None,None,Minor,None,Pass,7,Moderate,Moderate,001-859-776-8437x3320,"632 Martin Cove
Lopezshire, NT C9H9A2"
E0818,128,None,None,Major,Flagged,Pass,9,Moderate,Moderate,675.901.9435x4943,"1503 James Land
North Justinstad, NB V6X3J6"
E0819,132,Minor,None,None,None,Pass,7,Moderate,Moderate,001-749-912-4563,"3762 Mccann Haven
Samuelchester, PE P5S 8T5"
E0820,62,None,None,None,None,Pass,6,Low,Low,(449)300-8076x295,"37620 Roberts Ports Apt. 536
Quinnchester, NB K3L1X8"
E0821,156,None,None,None,None,Pass,6,Low,Low,677-650-6665x72096,"545 Atkins Circle
Thomasberg, NU T4L5C3"
E0822,117,None,None,None,None,Pass,6,Low,Low,(704)907-9882,"46139 Rivera Tunnel
Lake Robert, BC V3P7L8"
E0823,27,None,None,None,None,Pass,6,Low,Low,294.573.4625,"443 Anthony Trace Suite 354
North Susan, NT Y8Y3C5"
E0824,169,None,None,None,None,Pass,6,Low,Low,001-652-732-7500x216,"284 York Rapid
Piercemouth, YT C4X6V9"
E0825,115,None,None,None,Flagged,Pass,7,Moderate,Moderate,(248)920-8012,"84291 Rogers Stream
New Parker, BC E6J 2P6"
E0826,113,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,864.340.3020x9992,"872 Amanda Haven
Kimberlyport, NL R5K 6V1"
E0827,23,None,None,None,None,Pass,6,Low,Low,(660)481-1293x1223,"2569 Stevenson Square
Pittsport, PE A5K5N1"
E0828,198,Major,None,None,None,Pass,8,Moderate,Moderate,+1-524-211-8195x76997,"56046 Lane Shoals Apt. 821
Pinedaville, AB M5B2E4"
E0829,159,None,None,Minor,None,Fail,8,Moderate,Moderate,(792)331-4114x57475,"147 Vazquez Pine Suite 396
Lake Joshua, NS J5R 2B6"
E0830,158,None,None,None,None,Pass,6,Low,Low,670.665.8062x167,"42568 Nicole Mountain Apt. 976
East Brianhaven, ON G5N 1G4"
E0831,69,None,None,None,None,Pass,6,Low,Low,480.575.4165x222,"0898 Phillips Village Suite 832
Jordanfurt, SK C5C5Y3"
E0832,152,None,None,None,None,Pass,6,Low,Low,+1-978-609-9755x54923,"15438 Woodard Plaza
Lewiston, QC P5N 6A4"
E0833,30,None,None,None,None,None,8,Moderate,Low,910.672.4156,"0298 Kaitlyn Pass
New Kristen, QC N2J4Y5"
E0834,39,Minor,None,None,None,Pass,7,Moderate,Moderate,246.441.0396x176,"53680 Mendoza Crescent
South Craig, MB T7M 1K1"
E0835,186,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,556.368.4719,"16801 Harrell Estates Suite 214
Alisontown, NS R6A8B4"
E0836,194,None,None,None,None,Pass,6,Low,Low,+1-310-787-8131x416,"530 Susan Parks
Robertville, MB X1J 1G1"
E0837,197,None,None,Minor,None,Pass,7,Moderate,Moderate,(534)645-9071x65462,"0055 Elizabeth Manor
Port Jenniferfurt, NL Y1A 1V1"
E0838,54,None,None,Minor,None,Pass,7,Moderate,Moderate,001-303-383-5822,"927 Joshua Squares
South Darrenmouth, MB C9V 9R9"
E0839,174,Minor,Within past year,None,None,Pass,9,Moderate,Moderate,(416)261-0404,"4230 Emily Stravenue
East Michaelmouth, ON J9R 5C3"
E0840,86,None,None,None,None,Pass,6,Low,Low,908-729-7280x92257,"600 Linda Lakes
Susanville, MB H3L 9X6"
E0841,125,None,None,None,None,Pass,6,Low,Low,+1-414-582-5992x58870,"6771 Wright Row
Lewisburgh, ON A6K 6M2"
E0842,199,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,217-389-8836x42972,"765 Patrick Harbors Apt. 598
South Ashley, QC X9M4B1"
E0843,65,None,None,None,Flagged,Pass,7,Moderate,Moderate,321.765.6160,"94401 Nicole Forks Apt. 373
East Austin, MB R5N5A4"
E0844,155,None,None,None,Flagged,Pass,7,Moderate,Moderate,237.545.5307x371,"6611 Jimmy Dam
Rodriguezberg, NT R9P 8H8"
E0845,195,None,None,None,None,Fail,7,Moderate,Moderate,(581)454-3194,"313 Williams Ridges Apt. 238
Lake Thomasburgh, NS L5P9K9"
E0846,30,None,None,None,None,Pass,6,Low,Low,+1-286-995-4795x44903,"027 Jennifer Hills
Byrdside, NL A1J6G4"
E0847,76,None,None,None,None,Pass,6,Low,Low,496.482.1711,"20438 Cantu Ranch
Lake Rachelstad, ON C6B6R2"
E0848,56,None,None,None,None,Pass,6,Low,Low,983-359-5216,"727 Kevin Island Apt. 873
South Gary, YT R6A5R8"
E0849,127,None,None,None,None,Pass,6,Low,Low,757-983-7474x1261,"65244 Greene Ramp
West Donaldtown, YT P6E 4K6"
E0850,116,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,623.841.5158x97653,"74709 Jennifer Harbors Suite 301
Micheleland, NU T2A9T5"
E0851,97,None,None,None,None,Fail,7,Moderate,Moderate,643.678.1863x2186,"494 King Corner
Nielsenfort, NL T5X4Y3"
E0852,31,None,None,None,None,Pass,6,Low,Low,746.265.9709,"29614 Matthew Dam
Thomaschester, NU R2R 1G1"
E0853,27,None,None,None,None,Pass,6,Low,Low,+1-947-760-0625x07451,"59134 Jones Glens
Port Daniellestad, YT K9L4K9"
E0854,119,None,None,None,None,None,8,Moderate,Low,428.928.0821x958,"043 Fernandez Drives Apt. 109
Brayton, YT V8N 3X3"
E0855,91,None,Within past year,None,None,Pass,8,Moderate,Moderate,(355)339-2977x0939,"5992 Gibbs Oval
Hickschester, ON J4N3E4"
E0856,32,None,None,None,None,Pass,6,Low,Low,654-217-2850x3691,"466 Elizabeth Lights Suite 756
Bondberg, PE J9L1G6"
E0857,169,None,None,None,None,Pass,6,Low,Low,001-651-893-9233,"052 Tran Shores
Vasquezchester, NL Y7L 4N2"
E0858,171,None,None,None,None,Pass,6,Low,Low,315.968.7045x2616,"840 Patricia Freeway Suite 297
East Kevinshire, NT T3V 3A3"
E0859,190,None,None,None,None,Pass,6,Low,Low,346.334.5366,"8918 Brittany Mountains Suite 071
Victorshire, SK E5R9B9"
E0860,137,None,None,None,None,Pass,6,Low,Low,6262305667,"41787 Wolfe Plains
New Katie, NU P1C 9M5"
E0861,126,None,None,Minor,None,Pass,7,Moderate,Moderate,367.789.5795x37140,"046 Acosta Flats
West Christina, PE B8R3L3"
E0862,12,None,None,None,None,Pass,6,Low,Low,921-783-6953,"5665 Baker Summit
West Heather, NT L9A 4P6"
E0863,100,None,None,None,None,Pass,6,Low,Low,201-419-7477,"1173 Gonzalez Fall Apt. 619
East Kristine, QC K3S 7L6"
E0864,173,None,None,None,None,Pass,6,Low,Low,(805)243-1137x815,"7473 Angela Burg Apt. 382
Rayborough, NL H6P4J3"
E0865,28,None,None,None,None,Pass,6,Low,Low,861.349.5201x333,"113 Rivera Viaduct Apt. 632
South Charles, NU G9X8Y5"
E0866,54,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,+1-255-503-9303x98744,"03771 Terri Trail Suite 905
South Williamstad, SK H2A 1S8"
E0867,110,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate,Moderate,001-304-985-3399,"8136 Cindy Extensions Apt. 869
Josephtown, NL M5L1L2"
E0868,85,None,None,None,None,Pass,6,Low,Low,677.493.9919x05415,"05785 Crawford Land Suite 950
Carolineland, QC J6C8P5"
E0869,83,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,321-337-0354x62501,"407 Keith Flat Suite 463
Lauraton, YT X6G2E5"
E0870,56,None,None,None,None,Pass,6,Low,Low,288.414.6854x592,"348 Kyle Orchard Apt. 010
East Robert, NS K2Y 7J6"
E0871,175,None,None,None,None,Pass,6,Low,Low,+1-583-714-7368x57075,"9914 Tammy Rapid
Port Adam, NB T2M 3B1"
E0872,152,Minor,Within past 1-3 years,None,None,Pass,8,Moderate,Moderate,+1-973-720-8208x04831,"139 Jason Squares Suite 381
Aaronfort, BC K9X2N6"
E0873,30,None,None,None,Flagged,Pass,7,Moderate,Moderate,982.988.6198x0338,"2579 Jordan Drives Apt. 259
Port Leahville, NU T1X 9Y1"
E0874,67,None,None,None,None,Pass,6,Low,Low,701-393-6234x19420,"36967 Johnson Heights Suite 101
Medinafort, NU R8R5R2"
E0875,107,Minor,None,None,None,Pass,7,Moderate,Moderate,885.942.8006,"69693 Randolph Bypass
Port John, AB G3C 2K6"
E0876,55,None,None,None,None,Pass,6,Low,Low,+1-426-781-1861x6437,"6823 Juan Freeway
Lake Robertmouth, MB H8V 1B4"
E0877,160,Minor,None,None,None,Pass,7,Moderate,Moderate,(421)204-3454,"48138 Reed Groves
Lisafurt, PE S5G 4V6"
E0878,193,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-283-805-8710,"97181 Joseph Forest Apt. 699
South Jilltown, YT L6R3C2"
E0879,117,None,None,None,None,Pass,6,Low,Low,001-236-238-9827x455,"31778 Jay Roads Suite 409
South Tracymouth, YT G4X 6N2"
E0880,125,None,None,None,None,Pass,6,Low,Low,(853)625-6431x8152,"12716 Matthews Bypass Suite 188
West Steven, SK H3X9K7"
E0881,17,None,None,None,None,Pass,6,Low,Low,001-999-373-1190x1298,"92069 Cole Valleys
Bradyhaven, NU A6X 2X3"
E0882,111,None,Within past year,None,None,Pass,8,Moderate,Moderate,(409)501-6451x1334,"173 Scott Circle Apt. 640
Sherrystad, NL E3S 8L8"
E0883,37,None,None,None,None,Pass,6,Low,Low,948.620.4656,"769 Norman Burgs Apt. 502
West Kellyborough, QC H6M 2S4"
E0884,200,None,None,None,None,Pass,7,Moderate,Moderate,956.260.9423x4336,"452 Kaitlyn Shores Suite 258
Port Shawn, ON K4A 8X1"
E0885,34,None,None,None,None,Pass,6,Low,Low,(974)941-7241x913,"4105 Barton View Apt. 189
Port Matthew, YT L1A4J9"
E0886,61,None,None,None,Flagged,Pass,7,Moderate,Moderate,622-695-8588x1642,"863 Beth Creek Apt. 868
Natashaberg, SK A4G3K4"
E0887,175,None,None,None,None,Pass,6,Low,Low,711-596-2107,"5001 David Underpass
New Philipbury, ON B3Y1G3"
E0888,109,None,None,Minor,None,Pass,7,Moderate,Moderate,307.602.4829x3362,"23163 Martin Trail Apt. 697
Port Victoriaborough, AB B8N 2A8"
E0889,48,None,None,None,Flagged,Pass,7,Moderate,Moderate,(456)849-3562,"017 Thomas Shoals Apt. 579
Roseland, YT S4S6J3"
E0890,161,None,None,None,None,Pass,6,Low,Low,(384)426-4378,"327 Theresa Keys
Lake Tyler, MB N4R7R8"
E0891,88,None,None,None,None,Pass,6,Low,Low,713-807-1612x668,"36399 Sanchez Pike
East Susanborough, NB B8G 4X9"
E0892,16,None,None,None,Flagged,Pass,7,Moderate,Moderate,(465)951-5160,"8921 Phillips Hollow Apt. 221
East Lauren, BC X3C3P8"
E0893,60,None,None,None,None,Pass,6,Low,Low,526-781-5457x243,"08622 Mark Park
South Jessicatown, NL R7H6A3"
E0894,133,None,Within past 1-3 years,None,None,Fail,8,Moderate,Moderate,(860)255-4890x15739,"9715 Rebecca Common
Charlesborough, NS A5G 9J8"
E0895,106,None,None,None,None,Pass,6,Low,Low,323-972-1627x99491,"94173 Eric Knolls Apt. 589
Michelefort, NL E2A5A1"
E0896,141,None,None,None,None,Pass,6,Low,Low,001-224-789-6512x628,"732 Ortega Brooks Apt. 619
Chadstad, NU S4M6H6"
E0897,52,None,None,None,None,Pass,6,Low,Low,001-764-293-0800x124,"5635 Robert Oval
New Kelly, NL C9T 8B9"
E0898,23,None,None,None,Flagged,Pass,7,Moderate,Moderate,731.832.6644,"92814 Margaret Fort Apt. 076
Deborahfurt, NT H2B9H3"
E0899,87,None,None,None,None,Pass,6,Low,Low,484-391-4639,"5804 Garcia Ford Suite 508
Johnsonmouth, NT N2T6S5"
E0900,150,None,None,None,None,Pass,6,Low,Low,001-590-514-5990,"6472 Fisher Pines
East Josephfurt, AB X1P8S8"
E0901,111,None,None,None,Flagged,Fail,8,Moderate,Moderate,(621)538-4317x831,"529 Jeremy Mountains Suite 043
South Beth, NB A1S 5K9"
E0902,146,None,Within past year,None,Flagged,Pass,9,Moderate,Moderate,728-655-8345,"5985 Silva Squares
Philipberg, NT P8R 6R2"
E0903,174,None,None,None,Flagged,Pass,7,Moderate,Moderate,955.779.9855x672,"665 Michelle Light
Port Jessicamouth, PE G9K 3T1"
E0904,178,None,None,None,None,Fail,7,Moderate,Moderate,639-229-4305x70117,"08407 Brent Field Suite 028
Shawland, NT E7G 8V2"
E0905,69,Minor,None,None,None,Pass,7,Moderate,Moderate,(832)713-4472x77058,"0529 Lang Valleys
Lake Christinashire, NS H4C 7S6"
E0906,106,None,None,None,None,Pass,6,Low,Low,618-652-8542,"6689 Smith Stream Suite 249
Nicoletown, YT M9N1N2"
E0907,69,None,None,None,None,Pass,6,Low,Low,001-904-656-0198,"9527 Smith Isle
North Rita, BC K4K9L6"
E0908,194,None,None,None,None,Pass,6,Low,Low,7035370694,"698 Martin Ports Apt. 513
New Nancyland, BC C7L1T8"
E0909,122,None,None,None,None,Pass,6,Low,Low,964-857-9360x653,"43525 Miller Ramp Suite 044
New Aaronville, PE M4P4A4"
E0910,108,None,None,None,None,Pass,6,Low,Low,477.686.5266x1879,"772 Miller Mount
New Margaret, AB H5N5M9"
E0911,163,None,None,None,None,Pass,6,Low,Low,+1-704-291-6142x045,"456 Allen Forks
East Yesenia, MB C4L7X8"
E0912,113,None,None,None,None,Pass,6,Low,Low,001-512-318-7961x687,"39037 Monroe Pines
Finleychester, MB L7S 9K8"
E0913,149,None,None,Minor,None,Pass,7,Moderate,Moderate,+1-234-443-9877x38153,"16470 Tran Trafficway
Bryanfurt, AB K5A6X1"
E0914,148,None,None,None,None,Pass,6,Low,Low,8562779419,"305 Brooks Terrace
North Claudia, PE M7T6N8"
E0915,97,None,None,None,None,Pass,6,Low,Low,253.679.3813x3398,"2183 Mclean Orchard
West Patrickmouth, NL G1Y3R3"
E0916,108,None,None,None,None,Pass,6,Low,Low,(635)916-3151x221,"7096 Horne Extensions
Rhondabury, ON G1M 1R8"
E0917,180,None,None,None,None,Pass,6,Low,Low,(230)541-4996x3213,"7597 Daniel Ridge
Whitneyton, QC X9X 2E6"
E0918,159,None,None,None,None,Pass,6,Low,Low,804.354.2375x0535,"8405 Reed Run Suite 419
Port Kristin, SK K3N 8R5"
E0919,88,None,None,None,None,Fail,7,Moderate,Moderate,001-970-733-0739,"5713 Robertson Tunnel
Christianbury, NU G7K 4K4"
E0920,79,None,None,None,None,Pass,6,Low,Low,578-703-8734x16981,"004 Brian Creek Apt. 823
North Pamelaside, NB T8E 2X2"
E0921,33,None,None,None,None,Pass,6,Low,Low,223-962-2932x887,"0788 Douglas Prairie
Port Ericaberg, YT H5K4R9"
E0922,183,None,None,Minor,None,Pass,7,Moderate,Moderate,834-953-3753,"73141 Smith Divide
Kathrynhaven, NT B7N 3N9"
E0923,152,None,None,None,None,Pass,6,Low,Low,(620)772-9292,"8406 Dennis Manor
Holdenview, NT M8M2G8"
E0924,132,None,None,None,None,Pass,6,Low,Low,843-654-5758x1199,"05537 Harding Pine
South Johnburgh, QC X8H4N8"
E0925,119,None,None,Major,None,Pass,8,Moderate,Moderate,(965)454-2117x019,"4508 Catherine Parkways Apt. 904
Port Tylerhaven, QC P1H1S3"
E0926,146,None,None,None,Flagged,Pass,7,Moderate,Moderate,473.226.5622,"71532 Williams Pike
New Becky, ON P9G 7H2"
E0927,48,None,None,None,None,Pass,6,Low,Low,001-383-748-9487x1079,"35278 Townsend Path Suite 184
Matthewshire, NT B2J4N3"
E0928,192,None,None,None,None,Pass,6,Low,Low,001-624-435-2451,"6838 Jordan Brooks Suite 052
North Tiffany, QC T7P4H8"
E0929,186,None,None,None,None,Pass,6,Low,Low,001-267-686-1359,"227 Clark Walks
Nancyfurt, NB M5R3M2"
E0930,34,None,None,None,None,Pass,6,Low,Low,001-330-593-3557x73363,"907 Sherry Drives
New Crystalview, BC P6X 3K4"
E0931,187,None,Within past year,Major,None,Pass,10,Moderate,Moderate,+1-893-334-0706x97683,"787 Edward Plaza
Jordanton, MB E8C7M1"
E0932,183,None,Within past 1-3 years,None,None,Fail,8,Moderate,Moderate,+1-577-595-2781x437,"98729 Emily Mission
South Russellshire, ON K4V1A1"
E0933,20,None,None,None,None,Pass,6,Low,Low,(341)972-9553x3772,"193 Bradley Crescent Apt. 211
East Tiffanybury, NU Y6R1H3"
E0934,196,None,None,None,None,Pass,6,Low,Low,492.817.0700,"428 Thomas Circle
New Janet, NB G4H9A8"
E0935,192,None,None,None,None,Pass,6,Low,Low,(394)608-3792x59716,"31099 Kimberly Glens Suite 356
Brownhaven, BC J1S2A7"
E0936,41,None,None,None,None,Pass,6,Low,Low,225.592.2868x67308,"803 Thomas Parkways
Martinezshire, NT B4T 3J3"
E0937,119,None,None,None,Flagged,Fail,8,Moderate,Moderate,323-655-9761,"6863 Lisa Hills Apt. 969
North David, NB E6J 7A6"
E0938,183,None,None,None,None,Pass,6,Low,Low,4197073380,"24499 Jones Center Suite 614
New Lucasfurt, NS C7C 7B4"
E0939,92,None,None,None,None,Pass,6,Low,Low,235-681-3289x1116,"155 Scott Islands Apt. 418
West Stephanieton, SK H5P 3G1"
E0940,123,Minor,Within past year,None,Flagged,None,12,Moderate,Moderate,001-866-817-6795x644,"75633 Weaver Cape Apt. 940
Christopherhaven, YT V6M8R9"
E0941,193,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,(286)891-9951x07610,"025 Gavin Locks Suite 536
Lake Veronicaborough, NU B8T8K3"
E0942,13,None,None,None,None,Fail,7,Moderate,Moderate,+1-956-896-9597,"655 Palmer Prairie Suite 092
West Amyside, SK Y1M 4R4"
E0943,124,None,None,Minor,None,Pass,7,Moderate,Moderate,6346543602,"47545 Tanner Well
Sanchezport, BC A2J8S9"
E0944,49,None,None,Minor,None,Pass,7,Moderate,Moderate,+1-333-388-5362x799,"17270 Clark Ports Apt. 360
Pamelatown, AB G4E5P8"
E0945,169,None,None,None,Flagged,Pass,7,Moderate,Moderate,(955)341-6674x9958,"3794 Michael Drive Apt. 226
Butlershire, ON R6K 1H4"
E0946,25,None,None,None,None,Pass,6,Low,Low,460.420.1834x1606,"41428 Terry Passage Suite 369
Feliciamouth, AB M9L5T4"
E0947,32,Minor,None,None,None,Pass,7,Moderate,Moderate,(296)340-2594,"27255 Richard Crescent Suite 540
Emilyport, SK M3X3C9"
E0948,200,None,None,None,Flagged,Pass,8,Moderate,Moderate,466.514.6880,"644 Kaufman Manor Suite 464
North Jordanhaven, ON V7A 1B7"
E0949,136,None,None,None,None,Pass,6,Low,Low,001-359-887-0348,"0381 Young Landing
South Stephanie, NU R7G7K2"
E0950,66,None,None,None,None,Pass,6,Low,Low,001-897-465-3188x6344,"9019 Morgan Wells Suite 156
Ashleyfurt, NT E6H 2X3"
E0951,138,None,None,None,None,Pass,6,Low,Low,540.271.2919x4696,"157 Barrera Land Apt. 611
Lake Daniellestad, NU H9P4L6"
E0952,14,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-470-288-8439x652,"0366 Bennett Ranch Suite 994
Sherylshire, AB Y5V 2R6"
E0953,70,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,464-300-3236x3318,"7793 Flores Passage Apt. 322
West Sheilabury, NU T7T7P4"
E0954,28,None,None,None,Flagged,Pass,7,Moderate,Moderate,(967)278-6741x22854,"799 Lisa Rue Apt. 366
North Edward, MB L6J9P5"
E0955,51,None,None,Minor,None,Pass,7,Moderate,Moderate,(602)640-8445x9529,"815 Katelyn Streets
Feliciaville, MB S2M3R5"
E0956,76,None,None,None,None,Pass,6,Low,Low,001-698-673-6912,"56880 Richard Rapids
Edwardsberg, AB P4A 4Y1"
E0957,173,None,None,None,None,Pass,6,Low,Low,001-693-816-7246,"3088 Cody Lodge Apt. 514
Schroederberg, MB H3Y 1J3"
E0958,28,None,None,None,None,Pass,6,Low,Low,+1-246-737-8973x376,"410 Herrera Field
Wilsonton, NT E9T 3K4"
E0959,103,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,+1-964-896-1183x6388,"54470 Shawna Inlet
North Kristinabury, NU R2Y3C9"
E0960,184,None,None,None,None,Pass,6,Low,Low,9006582615,"397 Garcia Stravenue Suite 055
South Edward, SK C3N 2Y4"
E0961,181,Major,None,None,Flagged,Pass,9,Moderate,Moderate,+1-301-700-6873,"8333 Joshua Green
South Michaelfurt, YT G1E 1J3"
E0962,94,None,Within past year,None,Flagged,Pass,9,Moderate,Moderate,(814)389-7618,"9003 Elizabeth Skyway Apt. 005
Johnsonburgh, YT R9P 7G8"
E0963,187,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,001-712-847-6036x515,"61212 Sampson Prairie Apt. 776
New Christopher, NT H5A 6P6"
E0964,98,None,None,None,None,Pass,6,Low,Low,(588)609-1259,"230 David Tunnel
Lake Robert, BC E6H 3N2"
E0965,33,None,None,None,Flagged,Pass,7,Moderate,Moderate,754.573.4213,"06785 Gonzalez Extension Suite 505
Lake Javierside, PE T7M1G8"
E0966,200,None,Within past year,None,None,Pass,9,Moderate,Moderate,942.434.1800,"384 Alexander Valley Suite 336
Adammouth, NB R4L 7B7"
E0967,154,None,None,None,Flagged,Pass,7,Moderate,Moderate,(688)793-2199x3196,"6783 Glenn Brook Suite 275
North Christopher, NS N2L 6M8"
E0968,95,None,None,None,None,Pass,6,Low,Low,001-283-774-7205x478,"304 Anderson Falls
North Amandachester, YT L8P8V4"
E0969,179,None,None,None,None,Pass,6,Low,Low,001-514-895-2947x6758,"4388 Christopher Centers
Montgomeryberg, AB P1C8M5"
