Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category
E1126,104,None,None,None,None,Pass,6,Low
E1127,43,None,None,None,Flagged,Pass,7,Moderate
E1128,169,None,None,None,None,Pass,6,Low
E1129,40,None,None,None,None,Pass,6,Low
E1130,169,None,None,None,Flagged,Pass,7,Moderate
E1131,187,None,None,None,Flagged,Pass,7,Moderate
E1132,99,None,Within past year,None,None,Pass,8,Moderate
E1133,18,None,None,None,None,Fail,7,Moderate
E1134,166,None,None,None,None,Pass,6,Low
E1135,148,None,None,None,Flagged,Pass,7,Moderate
E1136,26,None,None,Minor,None,Pass,7,Moderate
E1137,97,None,None,Minor,None,Pass,7,Moderate
E1138,129,None,None,None,None,Pass,6,Low
E1139,186,None,None,Minor,None,Pass,7,Moderate
E1140,136,Minor,Within past year,None,None,Pass,9,Moderate
E1141,112,Minor,None,None,Flagged,Pass,8,Moderate
E1142,14,None,None,None,Flagged,Pass,7,Moderate
E1143,89,None,Within past year,Minor,None,Pass,9,Moderate
E1144,14,None,None,None,None,Pass,6,Low
E1145,142,Minor,None,None,None,Pass,7,Moderate
E1146,88,None,None,None,None,Pass,6,Low
E1147,114,None,None,None,None,Pass,6,Low
E1148,186,None,Within past 1-3 years,None,None,None,9,Moderate
E1149,148,None,None,None,None,Pass,6,Low
E1150,195,Minor,Within past year,Minor,None,Pass,10,Moderate
E1151,110,None,None,None,Flagged,Pass,7,Moderate
E1152,92,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1153,100,None,Within past year,None,None,Pass,8,Moderate
E1154,160,None,None,None,None,Pass,6,Low
E1155,190,None,None,None,None,Pass,6,Low
E1156,11,None,None,None,None,Pass,6,Low
E1157,147,None,None,None,None,Pass,6,Low
E1158,121,None,None,None,None,Pass,6,Low
E1159,175,None,None,None,None,Pass,6,Low
E1160,151,None,None,None,Flagged,Pass,7,Moderate
E1161,101,None,None,None,Flagged,Fail,8,Moderate
E1162,109,None,None,None,None,None,8,Moderate
E1163,158,None,None,None,None,Pass,6,Low
E1164,158,None,None,None,None,Pass,6,Low
E1165,77,None,None,None,None,Pass,6,Low
E1166,86,None,None,None,None,Pass,6,Low
E1167,78,None,None,None,None,Pass,6,Low
E1168,151,None,None,None,None,Pass,6,Low
E1169,136,None,None,None,Flagged,Pass,7,Moderate
E1170,197,None,None,None,Flagged,Pass,7,Moderate
E1171,184,None,None,None,Flagged,Pass,7,Moderate
E1172,185,None,None,None,Flagged,Pass,7,Moderate
E1173,191,None,None,None,Flagged,Pass,7,Moderate
E1174,131,None,None,Minor,None,Pass,7,Moderate
E1175,136,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1176,68,None,None,None,None,Pass,6,Low
E1177,90,None,None,None,Flagged,Fail,8,Moderate
E1178,43,None,None,None,None,None,8,Moderate
E1179,95,None,None,None,None,Fail,7,Moderate
E1180,81,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E1181,34,None,None,Minor,None,Pass,7,Moderate
E1182,28,None,None,None,None,Pass,6,Low
E1183,191,None,None,None,None,Fail,7,Moderate
E1184,40,None,None,Minor,None,Pass,7,Moderate
E1185,184,None,None,None,None,Pass,6,Low
E1186,139,None,None,Minor,None,Pass,7,Moderate
E1187,192,None,None,None,None,Fail,7,Moderate
E1188,174,None,None,None,None,Pass,6,Low
E1189,121,None,None,None,None,Pass,6,Low
E1190,137,None,None,Minor,None,Pass,7,Moderate
E1191,120,None,None,None,None,Pass,6,Low
E1192,146,None,None,Minor,None,Pass,7,Moderate
E1193,147,None,None,Minor,Flagged,Pass,8,Moderate
E1194,144,None,None,None,None,Pass,6,Low
E1195,83,Minor,None,None,None,Pass,7,Moderate
E1196,73,None,None,None,None,Fail,7,Moderate
E1197,137,None,None,None,None,Pass,6,Low
E1198,144,None,None,None,None,Pass,6,Low
E1199,177,None,None,None,None,Pass,6,Low
E1200,151,None,None,None,None,Pass,6,Low
E1201,189,None,None,None,None,Pass,6,Low
E1202,183,None,None,Minor,None,Pass,7,Moderate
E1203,167,Minor,None,None,None,Fail,8,Moderate
E1204,17,None,None,None,Flagged,Pass,7,Moderate
E1205,89,None,None,None,None,Pass,6,Low
E1206,49,None,None,None,Flagged,Pass,7,Moderate
E1207,53,None,None,None,None,Pass,6,Low
E1208,46,None,None,None,None,Pass,6,Low
E1209,95,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1210,32,Minor,None,None,None,Pass,7,Moderate
E1211,195,None,None,None,None,Pass,6,Low
E1212,195,None,Within past year,None,None,Pass,8,Moderate
E1213,132,None,None,None,Flagged,Fail,8,Moderate
E1214,99,Minor,None,None,None,Pass,7,Moderate
E1215,198,None,None,None,None,Pass,6,Low
E1216,121,None,None,None,None,Pass,6,Low
E1217,187,None,None,None,None,Pass,6,Low
E1218,64,None,None,None,None,Pass,6,Low
E1219,167,None,None,None,Flagged,Pass,7,Moderate
E1220,32,None,None,Major,None,Pass,8,Moderate
E1221,78,None,None,None,None,Pass,6,Low
E1222,63,None,None,None,Flagged,Pass,7,Moderate
E1223,75,None,None,Minor,None,Pass,7,Moderate
E1224,117,Major,Within past year,None,None,Pass,10,Moderate
E1225,182,None,None,Minor,Flagged,Pass,8,Moderate
E1226,152,None,None,None,None,Pass,6,Low
E1227,122,Minor,None,Minor,None,Pass,8,Moderate
E1228,178,None,None,Major,None,Pass,8,Moderate
E1229,125,Major,None,None,None,Pass,8,Moderate
E1230,49,None,None,None,None,Pass,6,Low
E1231,107,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1232,14,None,None,None,None,Pass,6,Low
E1233,87,None,None,Minor,Flagged,Pass,8,Moderate
E1234,19,None,None,None,None,Pass,6,Low
E1235,114,None,None,None,Flagged,Pass,7,Moderate
E1236,53,None,None,None,Flagged,Pass,7,Moderate
E1237,168,None,None,None,None,Pass,6,Low
E1238,35,Major,None,None,None,Pass,8,Moderate
E1239,138,None,None,None,None,Pass,6,Low
E1240,130,None,None,None,None,Pass,6,Low
E1241,24,None,None,None,None,Pass,6,Low
E1242,72,None,None,None,Flagged,Pass,7,Moderate
E1243,140,None,None,None,None,Pass,6,Low
E1244,52,None,None,None,None,Pass,6,Low
E1245,41,None,None,None,None,Pass,6,Low
E1246,99,None,None,None,None,Pass,6,Low
E1247,122,Minor,None,None,None,Pass,7,Moderate
E1248,137,Major,None,None,None,Pass,8,Moderate
E1249,59,None,None,None,None,Pass,6,Low
E1250,129,None,Within past year,None,None,Pass,8,Moderate
E1251,138,None,None,None,None,Pass,6,Low
E1252,43,None,None,None,None,Pass,6,Low
E1253,102,None,None,None,None,Pass,6,Low
E1254,141,None,None,None,Flagged,Pass,7,Moderate
E1255,108,None,None,Minor,None,Pass,7,Moderate
E1256,40,None,None,None,None,Pass,6,Low
E1257,91,None,None,None,None,Pass,6,Low
E1258,16,Major,None,None,None,Fail,9,Moderate
E1259,107,None,None,None,None,Pass,6,Low
E1260,132,None,None,None,None,Pass,6,Low
E1261,169,None,None,None,None,Pass,6,Low
E1262,87,None,None,None,None,Pass,6,Low
E1263,28,None,None,None,Flagged,Pass,7,Moderate
E1264,43,None,None,None,None,Pass,6,Low
E1265,152,None,None,None,None,Pass,6,Low
E1266,55,None,Within past year,Minor,None,Pass,9,Moderate
E1267,16,None,None,None,None,Pass,6,Low
E1268,138,Minor,None,Major,None,Pass,9,Moderate
E1269,71,None,None,None,None,Pass,6,Low
E1270,159,Minor,None,None,None,Pass,7,Moderate
E1271,45,None,None,None,None,Pass,6,Low
E1272,180,None,Within past 1-3 years,None,Flagged,Fail,9,Moderate
E1273,200,None,None,None,None,Pass,7,Moderate
E1274,129,None,None,None,None,Pass,6,Low
E1275,156,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E1276,103,None,None,Minor,None,Pass,7,Moderate
E1277,154,None,None,None,Flagged,Pass,7,Moderate
E1278,188,None,None,None,None,Pass,6,Low
E1279,178,None,None,None,None,Pass,6,Low
E1280,122,None,None,None,None,Pass,6,Low
E1281,109,None,None,None,None,Pass,6,Low
E1282,138,None,None,None,None,Pass,6,Low
E1283,63,None,None,None,None,Pass,6,Low
E1284,151,None,None,None,None,Pass,6,Low
E1285,131,None,None,None,None,Pass,6,Low
E1286,94,None,None,Minor,Flagged,Pass,8,Moderate
E1287,74,Minor,None,None,None,Pass,7,Moderate
E1288,34,None,None,None,None,Pass,6,Low
E1289,25,None,None,None,None,Pass,6,Low
E1290,186,None,None,None,None,Fail,7,Moderate
E1291,106,None,None,None,None,Pass,6,Low
E1292,91,None,None,None,None,Pass,6,Low
E1293,188,None,None,None,None,Pass,6,Low
E1294,81,None,None,None,Flagged,Fail,8,Moderate
E1295,138,None,Within past year,None,None,Fail,9,Moderate
E1296,135,None,None,None,None,Pass,6,Low
E1297,190,None,None,None,None,Pass,6,Low
E1298,106,None,None,None,None,Pass,6,Low
E1299,151,None,None,None,None,Pass,6,Low
E1300,24,Minor,None,None,Flagged,Pass,8,Moderate
E1301,176,Major,None,None,Flagged,Pass,9,Moderate
E1302,162,None,None,Major,Flagged,Pass,9,Moderate
E1303,77,None,None,Minor,Flagged,Pass,8,Moderate
E1304,30,None,None,None,None,Pass,6,Low
E1305,51,None,None,None,None,Pass,6,Low
E1306,160,None,None,None,Flagged,Pass,7,Moderate
E1307,160,None,None,None,None,Pass,6,Low
E1308,90,None,None,None,Flagged,Pass,7,Moderate
E1309,124,Minor,None,None,None,Pass,7,Moderate
E1310,65,None,None,None,None,Pass,6,Low
E1311,175,None,None,None,None,Pass,6,Low
E1312,173,None,None,Major,None,Pass,8,Moderate
E1313,159,None,None,None,None,Pass,6,Low
E1314,86,None,None,None,None,Pass,6,Low
E1315,50,None,None,None,None,Pass,6,Low
E1316,48,None,None,Minor,None,Fail,8,Moderate
E1317,147,None,None,Minor,None,Pass,7,Moderate
E1318,112,None,None,None,None,Pass,6,Low
E1319,146,None,None,None,None,Pass,6,Low
E1320,174,None,None,None,None,Pass,6,Low
E1321,61,None,None,None,None,Pass,6,Low
E1322,189,None,None,None,None,Pass,6,Low
E1323,41,None,None,None,None,Pass,6,Low
E1324,60,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1325,13,None,None,None,Flagged,Pass,7,Moderate
E1326,156,None,None,None,None,Pass,6,Low
E1327,113,None,None,None,None,Pass,6,Low
E1328,166,None,None,None,None,Pass,6,Low
E1329,47,None,None,None,None,Pass,6,Low
E1330,76,None,None,None,None,Pass,6,Low
E1331,22,None,None,None,None,Pass,6,Low
E1332,76,None,None,None,None,Pass,6,Low
E1333,119,None,None,None,Flagged,Pass,7,Moderate
E1334,35,None,None,None,None,Pass,6,Low
E1335,117,None,None,None,Flagged,Pass,7,Moderate
E1336,101,None,None,Minor,None,Pass,7,Moderate
E1337,148,None,None,None,None,Pass,6,Low
E1338,85,None,None,None,None,Pass,6,Low
E1339,99,None,Within past year,None,None,Pass,8,Moderate
E1340,86,None,None,None,None,Pass,6,Low
E1341,172,None,None,None,None,Pass,6,Low
E1342,113,None,Within past year,None,None,Pass,8,Moderate
E1343,156,None,None,None,Flagged,Pass,7,Moderate
E1344,117,None,None,None,None,Pass,6,Low
E1345,169,None,None,None,None,Pass,6,Low
E1346,194,None,None,None,None,Pass,6,Low
E1347,119,None,None,None,None,Pass,6,Low
E1348,113,None,Within past year,None,None,Pass,8,Moderate
E1349,147,None,None,None,None,Pass,6,Low
E1350,48,None,None,None,None,Pass,6,Low
E1351,145,None,None,None,None,Pass,6,Low
E1352,181,Minor,None,None,None,Pass,7,Moderate
E1353,47,None,None,None,Flagged,Pass,7,Moderate
E1354,140,None,None,None,Flagged,Pass,7,Moderate
E1355,191,Minor,None,None,Flagged,Pass,8,Moderate
E1356,96,None,None,None,None,Pass,6,Low
E1357,114,None,None,Minor,None,Fail,8,Moderate
E1358,176,None,None,None,None,Pass,6,Low
E1359,109,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1360,191,None,None,None,None,Pass,6,Low
E1361,179,None,None,None,None,Fail,7,Moderate
E1362,21,None,None,None,None,Pass,6,Low
E1363,110,None,None,None,Flagged,Fail,8,Moderate
E1364,158,None,None,None,None,Pass,6,Low
E1365,95,None,None,Minor,None,Pass,7,Moderate
E1366,136,None,None,None,None,Pass,6,Low
E1367,128,None,None,None,None,Pass,6,Low
E1368,130,None,None,None,None,Pass,6,Low
E1369,31,None,None,None,None,Pass,6,Low
E1370,37,None,None,Major,None,Pass,8,Moderate
E1371,28,Major,None,None,None,Pass,8,Moderate
E1372,155,None,None,None,Flagged,Pass,7,Moderate
E1373,128,None,Within past year,None,None,Pass,8,Moderate
E1374,79,None,None,None,None,Pass,6,Low
E1375,109,None,None,None,None,Pass,6,Low
E1376,83,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1377,95,None,None,None,None,Pass,6,Low
E1378,36,Minor,None,None,None,Pass,7,Moderate
E1379,60,Minor,None,None,None,Pass,7,Moderate
E1380,129,None,None,None,None,Pass,6,Low
E1381,118,None,None,None,None,Pass,6,Low
E1382,119,None,None,None,None,Pass,6,Low
E1383,57,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1384,16,None,None,None,Flagged,Pass,7,Moderate
E1385,126,Minor,None,None,None,None,9,Moderate
E1386,160,None,None,None,None,Pass,6,Low
E1387,29,None,None,None,Flagged,Pass,7,Moderate
E1388,26,None,None,Minor,Flagged,Pass,8,Moderate
E1389,119,Major,None,None,Flagged,Pass,9,Moderate
E1390,56,None,None,Minor,None,Pass,7,Moderate
E1391,200,None,Within past 1-3 years,None,None,Pass,8,Moderate
E1392,189,None,None,None,None,Pass,6,Low
E1393,159,None,None,None,None,Pass,6,Low
E1394,47,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1395,173,None,None,None,None,Fail,7,Moderate
E1396,40,Minor,None,None,Flagged,Pass,8,Moderate
E1397,102,None,None,None,None,Pass,6,Low
E1398,75,None,None,Major,Flagged,Pass,9,Moderate
E1399,42,Minor,None,None,None,Pass,7,Moderate
E1400,156,Major,None,None,None,None,10,Moderate
E1401,58,None,None,None,None,Pass,6,Low
E1402,107,None,None,None,None,Pass,6,Low
E1403,64,Minor,None,None,None,Pass,7,Moderate
E1404,150,None,Within past year,None,None,Pass,8,Moderate
E1405,127,None,None,None,None,Pass,6,Low
E1406,66,None,None,None,None,Pass,6,Low
E1407,143,None,None,None,None,Pass,6,Low
E1408,145,None,None,None,None,Pass,6,Low
E1409,144,None,None,None,None,Fail,7,Moderate
E1410,73,None,None,Major,None,Pass,8,Moderate
E1411,166,None,None,None,None,Pass,6,Low
E1412,124,None,None,None,Flagged,Pass,7,Moderate
E1413,67,None,None,None,None,Pass,6,Low
E1414,30,None,None,None,None,Pass,6,Low
E1415,161,None,None,None,Flagged,Pass,7,Moderate
E1416,91,None,None,None,None,Pass,6,Low
E1417,171,Minor,Within past year,None,None,Pass,9,Moderate
E1418,152,None,None,None,None,Pass,6,Low
E1419,18,None,None,None,Flagged,Pass,7,Moderate
E1420,111,None,None,None,None,Pass,6,Low
E1421,64,None,None,None,None,Pass,6,Low
E1422,59,Major,None,None,Flagged,Fail,10,Moderate
E1423,81,None,None,Major,None,None,10,Moderate
E1424,122,None,None,None,None,Fail,7,Moderate
E1425,197,None,None,None,Flagged,Pass,7,Moderate
E1426,41,None,None,None,None,Fail,7,Moderate
E1427,34,None,None,None,None,Pass,6,Low
E1428,11,None,None,None,Flagged,Pass,7,Moderate
E1429,26,None,None,Minor,None,Pass,7,Moderate
E1430,66,None,None,None,None,Pass,6,Low
E1431,112,None,None,None,Flagged,Pass,7,Moderate
E1432,52,None,None,Minor,None,Pass,7,Moderate
E1433,88,None,Within past year,None,None,Pass,8,Moderate
E1434,105,None,None,None,Flagged,Pass,7,Moderate
E1435,29,None,None,None,None,Pass,6,Low
E1436,159,None,None,None,None,Pass,6,Low
E1437,82,None,None,None,Flagged,Pass,7,Moderate
E1438,26,None,None,None,None,Pass,6,Low
E1439,147,None,None,None,None,Pass,6,Low
E1440,25,None,None,None,None,Pass,6,Low
E1441,36,None,None,Minor,None,Pass,7,Moderate
E1442,83,None,None,None,None,Pass,6,Low
E1443,70,None,None,None,Flagged,Pass,7,Moderate
E1444,15,None,None,None,Flagged,Pass,7,Moderate
E1445,57,None,None,None,Flagged,Pass,7,Moderate
E1446,116,Minor,None,None,None,Pass,7,Moderate
E1447,106,None,None,None,Flagged,Pass,7,Moderate
E1448,183,None,None,None,Flagged,Pass,7,Moderate
E1449,110,None,None,None,Flagged,Pass,7,Moderate
E1450,174,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1451,177,None,None,None,None,Pass,6,Low
E1452,111,Major,None,None,None,Pass,8,Moderate
E1453,155,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1454,124,None,None,None,Flagged,Pass,7,Moderate
E1455,95,None,None,None,None,Pass,6,Low
E1456,108,None,None,Minor,None,Pass,7,Moderate
E1457,154,None,None,None,None,Pass,6,Low
E1458,25,None,Within past year,None,None,Pass,8,Moderate
E1459,42,None,None,None,None,Pass,6,Low
E1460,22,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1461,147,None,None,None,Flagged,None,9,Moderate
E1462,79,None,None,None,Flagged,Pass,7,Moderate
E1463,150,None,None,None,None,Pass,6,Low
E1464,127,None,None,None,None,Pass,6,Low
E1465,168,None,None,None,Flagged,Pass,7,Moderate
E1466,139,None,None,Major,Flagged,Pass,9,Moderate
E1467,155,Minor,None,None,None,Pass,7,Moderate
E1468,21,None,None,None,None,Fail,7,Moderate
E1469,58,None,None,None,None,Pass,6,Low
E1470,73,None,None,None,None,Pass,6,Low
E1471,27,None,None,Minor,None,Pass,7,Moderate
E1472,82,None,None,None,None,Pass,6,Low
E1473,116,None,None,None,None,Pass,6,Low
E1474,64,Minor,Within past year,None,None,Pass,9,Moderate
E1475,123,None,None,None,None,Pass,6,Low
E1476,31,None,None,None,None,Pass,6,Low
E1477,95,None,None,None,None,Fail,7,Moderate
E1478,135,None,None,None,None,Pass,6,Low
E1479,28,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1480,163,None,None,None,Flagged,Pass,7,Moderate
E1481,96,None,None,None,None,Pass,6,Low
E1482,82,None,None,None,None,Pass,6,Low
E1483,47,None,None,None,None,Pass,6,Low
E1484,155,None,None,None,None,Pass,6,Low
E1485,190,None,None,None,None,Pass,6,Low
E1486,64,None,None,None,None,None,8,Moderate
E1487,102,None,None,None,None,Pass,6,Low
E1488,30,None,None,None,None,Fail,7,Moderate
E1489,72,Major,Within past year,None,None,Pass,10,Moderate
E1490,174,None,None,Minor,Flagged,Pass,8,Moderate
E1491,51,Minor,None,Minor,None,Pass,8,Moderate
E1492,149,None,None,None,None,Pass,6,Low
E1493,171,None,Within past year,None,None,Pass,8,Moderate
E1494,164,None,None,Minor,Flagged,Pass,8,Moderate
E1495,52,None,None,Minor,Flagged,Pass,8,Moderate
E1496,47,None,None,None,None,Pass,6,Low
E1497,43,None,None,None,None,Pass,6,Low
E1498,67,None,None,None,Flagged,Pass,7,Moderate
E1499,42,None,None,None,None,Pass,6,Low
E1500,109,None,None,Minor,Flagged,None,10,Moderate
E1501,87,None,None,None,None,Pass,6,Low
E1502,56,None,None,None,None,Pass,6,Low
E1503,69,None,None,None,Flagged,Pass,7,Moderate
E1504,92,None,Within past year,None,Flagged,Pass,9,Moderate
E1505,175,None,None,None,None,Pass,6,Low
E1506,153,None,None,None,None,Pass,6,Low
E1507,59,None,None,None,Flagged,Pass,7,Moderate
E1508,38,Major,None,None,None,Pass,8,Moderate
E1509,128,None,None,None,None,Pass,6,Low
E1510,54,None,Within past year,None,None,Pass,8,Moderate
E1511,21,None,None,Minor,Flagged,Pass,8,Moderate
E1512,17,None,Within past year,Minor,None,Pass,9,Moderate
E1513,128,None,None,None,None,Pass,6,Low
E1514,38,None,None,None,None,Pass,6,Low
E1515,29,None,Within past year,None,None,Pass,8,Moderate
E1516,41,None,None,None,None,Pass,6,Low
E1517,49,None,None,None,None,Pass,6,Low
E1518,103,Minor,None,None,None,Pass,7,Moderate
E1519,148,Major,None,None,None,Pass,8,Moderate
E1520,55,None,None,None,None,Fail,7,Moderate
E1521,46,None,None,None,Flagged,Pass,7,Moderate
E1522,74,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E1523,142,None,None,None,None,Pass,6,Low
E1524,148,None,None,None,None,Pass,6,Low
E1525,168,None,None,None,None,Pass,6,Low
E1526,30,None,None,None,None,Pass,6,Low
E1527,172,None,None,None,None,None,8,Moderate
E1528,116,None,None,None,None,Pass,6,Low
E1529,36,None,None,None,None,Pass,6,Low
E1530,73,None,None,None,None,Pass,6,Low
E1531,30,None,None,None,Flagged,Pass,7,Moderate
E1532,48,None,None,None,Flagged,Fail,8,Moderate
E1533,17,None,None,None,None,Pass,6,Low
E1534,172,None,None,None,None,Pass,6,Low
E1535,24,None,None,None,None,Pass,6,Low
E1536,189,None,None,None,None,Pass,6,Low
E1537,20,None,Within past year,None,None,Pass,8,Moderate
E1538,200,Major,None,None,None,Pass,9,Moderate
E1539,192,None,None,Minor,Flagged,Pass,8,Moderate
E1540,197,Minor,None,None,None,Fail,8,Moderate
E1541,122,None,None,None,Flagged,Pass,7,Moderate
E1542,35,None,None,None,None,Pass,6,Low
E1543,116,None,None,None,None,Pass,6,Low
E1544,162,None,None,Minor,None,Pass,7,Moderate
E1545,138,None,None,None,Flagged,Fail,8,Moderate
E1546,72,None,None,None,None,Fail,7,Moderate
E1547,163,None,None,None,None,Pass,6,Low
E1548,182,None,None,None,None,Pass,6,Low
E1549,118,None,None,None,None,Pass,6,Low
E1550,119,None,None,None,None,Pass,6,Low
E1551,83,None,None,Minor,None,Pass,7,Moderate
E1552,28,None,None,None,None,Pass,6,Low
E1553,118,None,None,None,None,Pass,6,Low
E1554,67,None,None,None,None,Pass,6,Low
E1555,181,None,None,None,Flagged,Pass,7,Moderate
E1556,144,None,None,None,None,Pass,6,Low
E1557,112,None,Within past 1-3 years,None,None,Fail,8,Moderate
E1558,66,None,None,None,None,Pass,6,Low
E1559,35,None,Within past year,None,Flagged,Pass,9,Moderate
E1560,155,None,None,None,Flagged,Fail,8,Moderate
E1561,168,None,None,None,None,Pass,6,Low
E1562,191,None,None,None,None,Pass,6,Low
E1563,97,None,None,None,None,Pass,6,Low
E1564,162,Minor,None,None,Flagged,Pass,8,Moderate
E1565,107,None,Within past year,Minor,None,Pass,9,Moderate
E1566,19,None,None,None,None,Pass,6,Low
E1567,136,None,None,None,None,Pass,6,Low
E1568,118,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1569,56,None,None,None,Flagged,Pass,7,Moderate
E1570,174,None,None,None,None,Pass,6,Low
E1571,99,None,None,None,None,Pass,6,Low
E1572,33,None,None,None,None,Fail,7,Moderate
E1573,12,None,None,None,None,Pass,6,Low
E1574,68,None,None,None,Flagged,Pass,7,Moderate
E1575,96,None,None,None,None,None,8,Moderate
E1576,22,None,None,None,None,Pass,6,Low
E1577,182,None,None,None,None,Pass,6,Low
E1578,35,None,None,None,None,Pass,6,Low
E1579,56,None,None,None,Flagged,Pass,7,Moderate
E1580,165,None,None,None,None,Pass,6,Low
E1581,13,None,None,None,Flagged,Pass,7,Moderate
E1582,65,None,None,None,None,Pass,6,Low
E1583,159,None,None,None,None,Pass,6,Low
E1584,48,None,None,Major,Flagged,Pass,9,Moderate
E1585,112,Minor,None,None,None,Pass,7,Moderate
E1586,122,None,None,None,None,Pass,6,Low
E1587,164,None,None,None,None,Fail,7,Moderate
E1588,66,None,None,None,Flagged,Pass,7,Moderate
E1589,109,None,None,None,None,Fail,7,Moderate
E1590,70,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1591,117,None,None,None,None,Pass,6,Low
E1592,165,None,None,None,None,Pass,6,Low
E1593,181,None,None,None,None,Pass,6,Low
E1594,13,None,None,None,None,Pass,6,Low
E1595,171,None,None,None,None,Pass,6,Low
E1596,133,None,None,None,None,Pass,6,Low
E1597,77,None,None,Minor,Flagged,Pass,8,Moderate
E1598,71,None,None,Minor,Flagged,Pass,8,Moderate
E1599,116,None,None,None,Flagged,Pass,7,Moderate
E1600,176,Minor,None,None,Flagged,Pass,8,Moderate
E1601,90,Minor,None,None,None,Pass,7,Moderate
E1602,96,None,None,Minor,Flagged,Pass,8,Moderate
E1603,186,None,None,None,None,Pass,6,Low
E1604,159,None,None,None,None,Pass,6,Low
E1605,182,None,Within past year,None,Flagged,Pass,9,Moderate
E1606,56,None,Within past year,None,None,Pass,8,Moderate
E1607,140,None,None,None,None,Pass,6,Low
E1608,168,None,None,None,None,Pass,6,Low
E1609,15,Major,None,None,None,Pass,8,Moderate
E1610,17,None,None,None,None,Pass,6,Low
E1611,167,None,None,None,None,Pass,6,Low
E1612,77,None,None,None,None,Fail,7,Moderate
E1613,174,None,None,None,None,Pass,6,Low
E1614,176,None,None,None,None,Pass,6,Low
E1615,171,Minor,Within past year,None,None,Pass,9,Moderate
E1616,16,None,None,None,Flagged,Pass,7,Moderate
E1617,161,None,None,None,None,Pass,6,Low
E1618,136,Minor,None,None,Flagged,Pass,8,Moderate
E1619,150,None,None,None,None,None,8,Moderate
E1620,174,None,None,None,None,Pass,6,Low
E1621,134,Minor,None,None,None,Pass,7,Moderate
E1622,28,None,None,None,None,Pass,6,Low
E1623,122,None,None,None,None,Pass,6,Low
E1624,147,None,None,None,None,Pass,6,Low
E1625,105,None,None,None,None,Pass,6,Low
E1626,75,None,None,None,Flagged,Pass,7,Moderate
E1627,133,None,None,None,None,Pass,6,Low
E1628,170,Minor,None,None,None,Pass,7,Moderate
E1629,168,None,None,None,Flagged,Pass,7,Moderate
E1630,138,Minor,None,None,None,Pass,7,Moderate
E1631,130,None,None,None,None,Pass,6,Low
E1632,94,None,None,None,None,Pass,6,Low
E1633,135,None,None,None,None,Pass,6,Low
E1634,200,None,Within past year,None,None,Fail,10,Moderate
E1635,20,None,None,None,None,Pass,6,Low
E1636,71,None,None,None,None,Pass,6,Low
E1637,99,None,None,None,None,Pass,6,Low
E1638,116,None,Within past 1-3 years,Minor,None,Pass,8,Moderate
E1639,22,None,None,None,None,Pass,6,Low
E1640,20,None,None,None,Flagged,Pass,7,Moderate
E1641,32,None,None,None,Flagged,Pass,7,Moderate
E1642,30,None,None,None,None,Pass,6,Low
E1643,60,None,None,None,None,Pass,6,Low
E1644,200,None,None,None,Flagged,Pass,8,Moderate
E1645,55,None,None,None,None,Fail,7,Moderate
E1646,57,None,None,None,None,Pass,6,Low
E1647,17,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1648,132,Minor,None,None,None,Pass,7,Moderate
E1649,192,None,None,Major,None,Fail,9,Moderate
E1650,46,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1651,186,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1652,101,None,None,None,None,Pass,6,Low
E1653,178,None,None,None,Flagged,Pass,7,Moderate
E1654,119,None,None,Minor,None,Pass,7,Moderate
E1655,19,None,None,None,None,Pass,6,Low
E1656,199,None,None,None,None,Pass,6,Low
E1657,141,None,None,Minor,None,Pass,7,Moderate
E1658,65,None,None,None,None,Pass,6,Low
E1659,167,None,None,None,None,Pass,6,Low
E1660,101,None,None,None,Flagged,Pass,7,Moderate
E1661,15,Minor,None,None,None,Pass,7,Moderate
E1662,17,None,None,None,Flagged,Pass,7,Moderate
E1663,136,None,Within past year,None,None,Pass,8,Moderate
E1664,43,Minor,None,None,None,Pass,7,Moderate
E1665,41,None,None,None,None,Pass,6,Low
E1666,129,None,None,None,None,Pass,6,Low
E1667,69,None,None,None,None,Pass,6,Low
E1668,101,None,None,None,None,Pass,6,Low
E1669,37,None,None,None,Flagged,Pass,7,Moderate
