Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category
E0939,875,None,Within past year,None,Flagged,Pass,11,Moderate
E0940,62,None,Within past year,None,None,None,10,Moderate
E0941,52,None,Within past 1-3 years,None,None,None,9,Moderate
E0942,271,Major,Within past year,None,None,Pass,11,Moderate
E0943,375,None,Within past year,Major,None,Fail,12,Moderate
E0944,638,Minor,None,None,None,Pass,9,Moderate
E0945,89,Major,Within past year,None,None,None,12,Moderate
E0946,30,None,Within past 1-3 years,Minor,None,Pass,8,Moderate
E0947,124,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0948,560,None,None,None,None,Pass,8,Moderate
E0949,219,None,Within past year,Minor,None,Pass,10,Moderate
E0950,869,Minor,Within past year,None,None,Fail,12,Moderate
E0951,366,Minor,None,Minor,None,Pass,9,Moderate
E0952,846,None,Within past 1-3 years,Major,Flagged,Pass,12,Moderate
E0953,42,None,None,Minor,None,Fail,8,Moderate
E0954,440,None,None,None,None,None,9,Moderate
E0955,390,None,Within past year,None,Flagged,Fail,11,Moderate
E0956,482,None,Within past year,None,None,Pass,9,Moderate
E0957,745,None,None,Minor,Flagged,Fail,11,Moderate
E0958,30,None,None,Minor,Flagged,None,10,Moderate
E0959,145,None,Within past year,None,None,Fail,9,Moderate
E0960,185,Minor,None,Major,Flagged,Fail,11,Moderate
E0961,741,Minor,Within past 1-3 years,None,None,Pass,10,Moderate
E0962,117,Minor,None,Minor,None,None,10,Moderate
E0963,719,None,None,Major,None,Fail,11,Moderate
E0964,129,Major,Within past year,None,None,None,12,Moderate
E0965,67,Minor,None,None,Flagged,Pass,8,Moderate
E0966,850,None,Within past 1-3 years,None,None,Pass,9,Moderate
E0967,254,None,None,Major,None,Pass,9,Moderate
E0968,81,None,None,None,None,Pass,6,Low
E0969,169,Minor,None,None,None,None,9,Moderate
E0970,616,None,None,Minor,Flagged,Pass,10,Moderate
E0971,52,Minor,Within past 1-3 years,None,Flagged,Pass,9,Moderate
E0972,49,None,Within past year,None,Flagged,Fail,10,Moderate
E0973,188,Minor,None,None,None,Pass,7,Moderate
E0974,96,Minor,Within past year,None,None,Pass,9,Moderate
E0975,411,None,Within past year,None,None,Pass,9,Moderate
E0976,912,Major,Within past 1-3 years,Major,None,Pass,13,High
E0977,780,None,Within past year,None,Flagged,None,13,High
E0978,406,None,None,None,Flagged,Pass,8,Moderate
E0979,244,None,Within past 1-3 years,None,None,None,10,Moderate
E0980,20,None,Within past 1-3 years,None,None,None,9,Moderate
E0981,621,None,None,None,None,Pass,8,Moderate
E0982,461,Major,None,None,Flagged,Pass,10,Moderate
E0983,999,Minor,None,None,Flagged,Pass,10,Moderate
E0984,149,Minor,None,Major,None,Pass,9,Moderate
E0985,289,None,Within past year,Minor,None,Pass,10,Moderate
E0986,114,None,Within past 1-3 years,None,None,None,9,Moderate
E0987,12,None,None,Minor,None,Pass,7,Moderate
E0988,749,None,Within past 1-3 years,None,None,None,11,Moderate
E0989,189,Minor,Within past year,Minor,Flagged,None,13,High
E0990,254,None,None,Minor,Flagged,Pass,9,Moderate
E0991,660,Major,None,None,None,Fail,11,Moderate
E0992,30,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E0993,106,Major,None,Major,None,Pass,10,Moderate
E0994,435,Major,Within past 1-3 years,None,Flagged,Fail,12,Moderate
E0995,471,None,None,None,None,Fail,8,Moderate
E0996,54,Minor,Within past year,Minor,None,Fail,11,Moderate
E0997,726,Major,None,None,None,Pass,10,Moderate
E0998,165,Minor,Within past year,None,Flagged,Pass,10,Moderate
E0999,366,None,Within past year,None,None,Pass,9,Moderate
E1000,502,None,None,None,None,None,10,Moderate
E1001,694,None,Within past 1-3 years,None,None,Fail,10,Moderate
E1002,661,None,Within past year,None,None,Pass,10,Moderate
E1003,908,Minor,None,Minor,None,Pass,10,Moderate
E1004,303,Major,None,None,Flagged,Fail,11,Moderate
E1005,97,None,Within past 1-3 years,Minor,None,Fail,9,Moderate
E1006,357,Major,Within past year,Minor,Flagged,Fail,14,High
E1007,353,Minor,None,None,None,Fail,9,Moderate
E1008,165,None,None,Minor,Flagged,None,10,Moderate
E1009,355,Minor,None,None,None,None,10,Moderate
E1010,180,Major,Within past 1-3 years,None,None,None,11,Moderate
E1011,11,Major,None,Minor,None,Pass,9,Moderate
E1012,86,None,None,None,Flagged,Fail,8,Moderate
E1013,115,None,Within past 1-3 years,Minor,None,Fail,9,Moderate
E1014,124,Major,None,None,None,None,10,Moderate
E1015,77,Major,None,Minor,None,Pass,9,Moderate
E1016,32,Major,None,Major,None,Pass,10,Moderate
E1017,175,Minor,None,Minor,Flagged,Fail,10,Moderate
E1018,941,None,None,None,None,Pass,8,Moderate
E1019,412,Major,Within past year,Minor,None,None,14,High
E1020,48,Minor,Within past 1-3 years,None,None,None,10,Moderate
E1021,311,Major,Within past year,None,None,Fail,12,Moderate
E1022,105,None,None,Minor,None,None,9,Moderate
E1023,587,Minor,Within past year,Major,Flagged,Pass,14,High
E1024,208,Major,None,None,Flagged,Fail,11,Moderate
E1025,814,None,Within past year,None,None,Fail,11,Moderate
E1026,75,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E1027,351,None,None,None,Flagged,None,10,Moderate
E1028,87,Major,Within past year,None,Flagged,Fail,12,Moderate
E1029,33,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E1030,265,Major,Within past year,Minor,None,None,14,High
E1031,493,Major,Within past year,None,None,Pass,11,Moderate
E1032,823,None,Within past 1-3 years,None,None,Pass,9,Moderate
E1033,336,Minor,Within past 1-3 years,None,None,Fail,10,Moderate
E1034,731,None,None,Minor,None,None,11,Moderate
E1035,84,None,Within past 1-3 years,Minor,None,None,10,Moderate
E1036,254,Major,Within past 1-3 years,None,Flagged,None,13,High
E1037,876,Major,None,Major,Flagged,Pass,13,High
E1038,450,None,None,None,Flagged,Fail,9,Moderate
E1039,139,None,Within past 1-3 years,Major,None,Pass,9,Moderate
E1040,396,Minor,Within past 1-3 years,None,Flagged,None,12,Moderate
E1041,78,None,None,None,Flagged,None,9,Moderate
E1042,306,None,Within past year,None,None,Fail,10,Moderate
E1043,169,None,None,Minor,None,Pass,7,Moderate
E1044,478,None,None,None,Flagged,Fail,9,Moderate
E1045,100,Major,None,None,None,Fail,9,Moderate
E1046,75,None,None,None,Flagged,None,9,Moderate
E1047,182,Major,None,Minor,Flagged,Fail,11,Moderate
E1048,409,None,None,None,None,Pass,7,Moderate
E1049,51,None,Within past year,Minor,Flagged,Pass,10,Moderate
E1050,481,Minor,None,None,None,Fail,9,Moderate
E1051,251,None,Within past year,None,None,Pass,9,Moderate
E1052,614,None,None,None,None,Pass,8,Moderate
E1053,481,None,None,None,Flagged,Fail,9,Moderate
E1054,78,None,Within past year,Minor,None,Pass,9,Moderate
E1055,957,None,Within past 1-3 years,Minor,None,Pass,10,Moderate
E1056,102,None,Within past year,Minor,Flagged,None,12,Moderate
E1057,78,None,None,Minor,None,Pass,7,Moderate
E1058,891,None,Within past 1-3 years,None,None,None,11,Moderate
E1059,633,Major,Within past year,Minor,None,Fail,14,High
E1060,112,Major,None,None,Flagged,None,11,Moderate
E1061,375,None,None,None,None,Pass,7,Moderate
E1062,970,None,Within past 1-3 years,None,None,Pass,9,Moderate
E1063,135,Minor,None,None,Flagged,Pass,8,Moderate
E1064,651,None,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E1065,606,Minor,None,Minor,Flagged,Pass,11,Moderate
E1066,96,None,None,Major,Flagged,Pass,9,Moderate
E1067,678,Minor,Within past 1-3 years,None,Flagged,None,13,High
E1068,195,None,None,Major,Flagged,Fail,10,Moderate
E1069,813,Minor,Within past 1-3 years,None,None,Pass,10,Moderate
E1070,460,None,Within past 1-3 years,None,None,None,10,Moderate
E1071,931,Minor,Within past 1-3 years,None,Flagged,Pass,11,Moderate
E1072,164,None,None,Major,None,None,10,Moderate
E1073,239,Major,None,None,None,Pass,9,Moderate
E1074,169,None,None,Minor,None,Pass,7,Moderate
E1075,81,None,None,None,None,Pass,6,Low
E1076,170,None,None,None,Flagged,Pass,7,Moderate
E1077,398,Major,Within past year,Minor,None,Fail,13,High
E1078,819,None,None,None,Flagged,Pass,9,Moderate
E1079,197,Major,None,Minor,Flagged,None,12,Moderate
E1080,133,Minor,Within past 1-3 years,Minor,Flagged,Fail,11,Moderate
E1081,176,None,None,Major,None,Pass,8,Moderate
E1082,960,Major,Within past year,None,None,Pass,12,Moderate
E1083,111,Minor,Within past 1-3 years,Minor,None,Pass,9,Moderate
E1084,417,None,None,None,None,None,9,Moderate
E1085,75,Major,None,None,None,Pass,8,Moderate
E1086,587,Major,None,None,None,Pass,10,Moderate
E1087,216,Minor,Within past year,Minor,Flagged,Fail,13,High
E1088,226,Major,Within past year,Major,Flagged,Pass,14,High
E1089,65,Minor,Within past year,Major,None,Pass,11,Moderate
E1090,226,None,None,Minor,None,Pass,8,Moderate
E1091,155,Major,None,None,None,Pass,8,Moderate
E1092,758,None,Within past year,None,None,Fail,11,Moderate
E1093,177,None,None,None,Flagged,Fail,8,Moderate
E1094,89,None,None,None,None,None,8,Moderate
E1095,369,Major,Within past year,Minor,Flagged,Pass,13,High
E1096,263,Minor,Within past 1-3 years,Minor,Flagged,Pass,11,Moderate
E1097,19,None,None,None,None,Pass,6,Low
E1098,132,None,None,None,None,Pass,6,Low
E1099,212,None,Within past 1-3 years,Major,None,Pass,10,Moderate
E1100,113,None,None,None,None,None,8,Moderate
E1101,886,Minor,Within past 1-3 years,None,Flagged,Pass,11,Moderate
E1102,356,None,None,None,None,Pass,7,Moderate
E1103,79,Major,None,Minor,Flagged,None,12,Moderate
E1104,317,Minor,None,None,Flagged,None,11,Moderate
E1105,639,None,Within past 1-3 years,None,None,Pass,9,Moderate
E1106,861,None,Within past year,None,None,Fail,11,Moderate
E1107,346,None,None,Minor,None,Pass,8,Moderate
E1108,105,None,None,None,None,Pass,6,Low
E1109,315,None,None,None,None,None,9,Moderate
E1110,330,None,Within past 1-3 years,Major,Flagged,None,13,High
E1111,69,None,None,None,Flagged,Pass,7,Moderate
E1112,907,None,None,Minor,None,Pass,9,Moderate
E1113,46,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E1114,426,None,Within past year,Major,None,Pass,11,Moderate
E1115,192,Minor,Within past 1-3 years,Major,None,Pass,10,Moderate
E1116,815,None,None,None,None,Pass,8,Moderate
E1117,402,None,Within past 1-3 years,Minor,None,None,11,Moderate
E1118,235,None,Within past 1-3 years,Major,None,Fail,11,Moderate
E1119,427,Minor,None,None,None,None,10,Moderate
E1120,86,Major,Within past year,Minor,Flagged,Fail,13,High
E1121,132,Major,Within past year,None,None,Fail,11,Moderate
E1122,133,Minor,Within past 1-3 years,None,None,None,10,Moderate
E1123,758,Minor,Within past 1-3 years,Minor,None,Fail,12,Moderate
E1124,651,Major,Within past year,Minor,Flagged,Fail,15,High
E1125,121,None,Within past 1-3 years,Major,None,None,11,Moderate
E1126,27,None,Within past 1-3 years,None,None,None,9,Moderate
E1127,193,Minor,None,None,None,Fail,8,Moderate
E1128,36,None,None,None,Flagged,Pass,7,Moderate
E1129,391,Minor,Within past year,Major,Flagged,Pass,13,High
E1130,890,Major,Within past 1-3 years,Minor,None,Pass,12,Moderate
E1131,72,None,None,None,Flagged,Pass,7,Moderate
E1132,945,None,None,None,None,Pass,8,Moderate
E1133,88,Minor,None,None,None,Pass,7,Moderate
E1134,611,None,None,None,None,Pass,8,Moderate
E1135,94,None,None,Minor,None,Fail,8,Moderate
E1136,145,Minor,None,None,None,Pass,7,Moderate
E1137,45,None,Within past year,Minor,None,Pass,9,Moderate
E1138,450,Minor,Within past 1-3 years,None,None,Pass,9,Moderate
E1139,223,Minor,Within past 1-3 years,Minor,None,None,12,Moderate
E1140,31,Major,Within past year,Minor,None,Fail,12,Moderate
E1141,15,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1142,186,Major,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E1143,385,Minor,Within past 1-3 years,None,Flagged,Fail,11,Moderate
E1144,569,Minor,None,None,None,None,11,Moderate
E1145,131,Minor,Within past year,None,None,Fail,10,Moderate
E1146,399,None,Within past 1-3 years,None,None,Pass,8,Moderate
E1147,387,Minor,None,Major,None,Fail,11,Moderate
E1148,299,None,Within past year,Minor,Flagged,Fail,12,Moderate
E1149,108,Minor,Within past year,None,None,Pass,9,Moderate
E1150,740,None,None,None,Flagged,None,11,Moderate
E1151,363,None,None,None,None,None,9,Moderate
E1152,402,Minor,Within past year,None,None,Fail,11,Moderate
E1153,184,Minor,Within past year,Major,None,None,13,High
E1154,136,Minor,Within past year,Major,None,Pass,11,Moderate
E1155,725,Minor,None,None,None,Fail,10,Moderate
E1156,119,Minor,None,Major,Flagged,Pass,10,Moderate
E1157,503,Minor,Within past 1-3 years,None,None,Pass,10,Moderate
E1158,444,None,None,Major,None,None,11,Moderate
E1159,570,None,Within past year,Major,Flagged,Fail,14,High
E1160,847,None,None,None,None,Pass,8,Moderate
E1161,159,None,None,Major,None,Pass,8,Moderate
E1162,802,Major,Within past year,Minor,Flagged,Pass,14,High
E1163,181,Major,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E1164,856,None,None,None,None,Pass,8,Moderate
E1165,38,None,None,None,Flagged,Pass,7,Moderate
E1166,460,Minor,Within past 1-3 years,Major,None,Pass,11,Moderate
E1167,125,Minor,None,None,None,None,9,Moderate
E1168,954,None,None,None,None,Fail,9,Moderate
E1169,92,Minor,None,None,None,Fail,8,Moderate
E1170,484,None,Within past 1-3 years,None,None,Pass,8,Moderate
E1171,930,None,None,Major,None,Pass,10,Moderate
E1172,936,None,Within past 1-3 years,Minor,Flagged,Fail,12,Moderate
E1173,310,None,Within past year,None,None,Pass,9,Moderate
E1174,67,Major,Within past year,None,Flagged,None,13,High
E1175,239,None,Within past 1-3 years,None,None,Fail,9,Moderate
E1176,195,None,None,None,None,Fail,7,Moderate
E1177,205,Minor,Within past year,None,None,None,12,Moderate
E1178,467,Minor,None,None,Flagged,Pass,9,Moderate
E1179,789,Minor,None,None,None,Pass,9,Moderate
E1180,999,Major,None,None,None,None,12,Moderate
E1181,33,Minor,Within past year,None,None,Fail,10,Moderate
E1182,277,None,Within past year,None,Flagged,None,12,Moderate
E1183,713,None,Within past year,Major,None,Fail,13,High
E1184,417,Major,None,Major,None,Fail,12,Moderate
E1185,447,Major,None,None,None,Pass,9,Moderate
E1186,229,Minor,None,Minor,None,Pass,9,Moderate
E1187,622,None,None,None,None,Fail,9,Moderate
E1188,320,None,Within past 1-3 years,Major,None,Pass,10,Moderate
E1189,250,Minor,None,None,None,None,10,Moderate
E1190,49,None,Within past year,None,None,Pass,8,Moderate
E1191,392,None,None,Minor,None,Pass,8,Moderate
E1192,870,Major,None,None,None,Fail,11,Moderate
E1193,33,None,None,None,Flagged,Fail,8,Moderate
E1194,189,Minor,None,Major,None,Fail,10,Moderate
E1195,192,None,None,None,None,None,8,Moderate
E1196,22,None,Within past year,Major,None,Fail,11,Moderate
E1197,759,None,Within past 1-3 years,None,Flagged,None,12,Moderate
E1198,851,None,None,None,None,Fail,9,Moderate
E1199,74,None,None,None,None,None,8,Moderate
E1200,739,Minor,Within past year,None,None,Fail,12,Moderate
E1201,461,Minor,None,None,None,Pass,8,Moderate
E1202,925,None,Within past year,None,None,None,12,Moderate
E1203,240,Minor,Within past year,None,None,Pass,10,Moderate
E1204,51,Minor,None,None,None,Pass,7,Moderate
E1205,541,Major,None,Major,None,None,14,High
E1206,79,None,None,Major,None,Pass,8,Moderate
E1207,834,None,Within past 1-3 years,None,None,Pass,9,Moderate
E1208,718,None,Within past year,None,None,Pass,10,Moderate
E1209,313,None,None,None,Flagged,Pass,8,Moderate
E1210,166,Major,Within past year,Minor,None,Fail,12,Moderate
E1211,301,None,None,None,None,Fail,8,Moderate
E1212,548,Minor,Within past year,Minor,Flagged,Pass,13,High
E1213,470,Minor,Within past 1-3 years,Minor,None,Fail,11,Moderate
E1214,539,None,None,None,None,Pass,8,Moderate
E1215,123,Minor,Within past year,None,None,None,11,Moderate
E1216,316,None,Within past 1-3 years,Minor,None,None,11,Moderate
E1217,77,Major,Within past year,None,None,Pass,10,Moderate
E1218,75,Minor,None,Minor,None,Fail,9,Moderate
E1219,15,Major,None,Minor,None,Pass,9,Moderate
E1220,541,Major,None,None,None,None,12,Moderate
E1221,94,Minor,None,None,None,Pass,7,Moderate
E1222,271,None,None,None,None,Pass,7,Moderate
E1223,135,None,None,Major,None,None,10,Moderate
E1224,53,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1225,126,Major,None,None,None,None,10,Moderate
E1226,542,None,Within past 1-3 years,None,Flagged,None,12,Moderate
E1227,99,Minor,None,Minor,None,Pass,8,Moderate
E1228,978,Major,None,None,None,None,12,Moderate
E1229,140,Major,None,Minor,None,None,11,Moderate
E1230,242,None,None,Minor,None,Pass,8,Moderate
E1231,348,Minor,None,None,None,Pass,8,Moderate
E1232,418,None,None,None,None,Pass,7,Moderate
E1233,53,None,None,Minor,Flagged,None,10,Moderate
E1234,754,None,None,None,None,None,10,Moderate
E1235,890,Minor,Within past 1-3 years,Major,None,Pass,12,Moderate
E1236,644,None,None,Minor,None,Pass,9,Moderate
E1237,918,None,Within past 1-3 years,None,None,Pass,9,Moderate
E1238,937,None,Within past 1-3 years,None,None,Fail,10,Moderate
E1239,612,Major,Within past year,Major,None,Pass,14,High
E1240,353,Major,None,Major,Flagged,Pass,12,Moderate
E1241,105,Minor,Within past 1-3 years,Minor,Flagged,Fail,11,Moderate
E1242,11,Major,Within past 1-3 years,None,None,Fail,10,Moderate
E1243,636,Minor,None,Minor,None,None,12,Moderate
E1244,94,None,Within past year,Minor,None,None,11,Moderate
E1245,112,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E1246,690,Minor,Within past year,None,None,Fail,12,Moderate
E1247,249,Minor,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E1248,752,None,Within past year,Minor,None,Pass,11,Moderate
E1249,431,Major,Within past year,None,None,Pass,11,Moderate
E1250,29,Major,None,None,None,Pass,8,Moderate
E1251,228,None,Within past year,None,None,Fail,10,Moderate
E1252,958,Minor,Within past 1-3 years,None,Flagged,None,13,High
E1253,352,None,None,Major,None,Pass,9,Moderate
E1254,961,None,Within past year,None,Flagged,Pass,11,Moderate
E1255,513,Minor,Within past 1-3 years,Major,Flagged,Pass,13,High
E1256,997,Major,Within past 1-3 years,None,None,Pass,11,Moderate
E1257,528,Minor,None,None,None,Fail,10,Moderate
E1258,265,None,None,None,Flagged,Pass,8,Moderate
E1259,33,Minor,Within past 1-3 years,None,None,None,10,Moderate
E1260,669,None,None,None,None,Fail,9,Moderate
E1261,197,None,Within past year,None,None,Pass,8,Moderate
E1262,359,Major,Within past 1-3 years,Major,None,Pass,12,Moderate
E1263,771,None,Within past year,None,None,Fail,11,Moderate
E1264,37,Minor,Within past year,Minor,None,Fail,11,Moderate
E1265,603,None,None,None,None,Pass,8,Moderate
E1266,40,Minor,Within past 1-3 years,Minor,Flagged,Pass,10,Moderate
E1267,190,None,Within past year,Minor,Flagged,Pass,10,Moderate
E1268,74,None,None,Major,Flagged,Fail,10,Moderate
E1269,92,None,Within past year,None,None,None,10,Moderate
E1270,441,Minor,Within past year,Minor,Flagged,Pass,12,Moderate
E1271,262,None,Within past 1-3 years,None,None,None,10,Moderate
E1272,107,Major,None,None,None,Pass,8,Moderate
E1273,930,Minor,Within past year,None,Flagged,Pass,12,Moderate
E1274,43,None,None,None,None,Pass,6,Low
E1275,219,None,None,Minor,None,Fail,9,Moderate
E1276,302,Major,None,Major,Flagged,None,14,High
E1277,155,Minor,Within past year,Minor,None,Pass,10,Moderate
E1278,14,None,None,None,None,Fail,7,Moderate
E1279,681,Minor,None,None,None,Pass,9,Moderate
E1280,210,None,Within past year,Minor,Flagged,None,13,High
E1281,442,None,None,None,None,Pass,7,Moderate
E1282,69,None,Within past year,None,None,None,10,Moderate
E1283,716,Minor,None,None,None,Pass,9,Moderate
E1284,22,Minor,Within past 1-3 years,Minor,None,Pass,9,Moderate
E1285,855,Major,None,Minor,None,Pass,11,Moderate
E1286,488,Minor,Within past 1-3 years,Major,None,Fail,12,Moderate
E1287,142,None,Within past 1-3 years,None,None,None,9,Moderate
E1288,109,Minor,Within past year,Minor,None,None,12,Moderate
E1289,410,None,Within past 1-3 years,Minor,Flagged,Fail,11,Moderate
E1290,779,Major,Within past 1-3 years,None,None,Fail,12,Moderate
E1291,132,Major,None,None,Flagged,None,11,Moderate
E1292,674,None,Within past 1-3 years,None,Flagged,Pass,10,Moderate
E1293,133,None,None,None,None,Pass,6,Low
E1294,898,None,None,Major,None,Pass,10,Moderate
E1295,323,Major,None,Minor,None,Pass,10,Moderate
E1296,484,None,None,None,None,None,9,Moderate
E1297,197,Major,None,None,None,Pass,8,Moderate
E1298,608,None,None,None,Flagged,Pass,9,Moderate
E1299,733,None,None,None,None,Pass,8,Moderate
E1300,905,None,Within past 1-3 years,None,None,Pass,9,Moderate
E1301,447,Major,None,Major,None,Pass,11,Moderate
E1302,550,None,None,Minor,Flagged,Fail,11,Moderate
E1303,643,None,Within past 1-3 years,Major,None,Pass,11,Moderate
E1304,267,None,Within past 1-3 years,Major,None,Pass,10,Moderate
E1305,370,Minor,Within past year,Minor,None,None,13,High
E1306,87,Minor,None,Minor,None,None,10,Moderate
E1307,697,Major,Within past 1-3 years,None,None,Pass,11,Moderate
E1308,484,Minor,Within past year,None,None,Pass,10,Moderate
E1309,702,Minor,None,None,None,Pass,9,Moderate
E1310,818,Major,Within past year,Minor,None,Pass,13,High
E1311,196,None,Within past year,None,None,Fail,9,Moderate
E1312,915,None,None,None,None,Pass,8,Moderate
E1313,32,Minor,None,None,None,Fail,8,Moderate
E1314,401,None,Within past year,None,None,Pass,9,Moderate
E1315,806,None,Within past 1-3 years,Major,Flagged,None,14,High
E1316,205,None,Within past year,Major,None,Pass,11,Moderate
E1317,243,Minor,None,None,None,Fail,9,Moderate
E1318,726,None,None,None,Flagged,Pass,9,Moderate
E1319,24,None,Within past year,None,Flagged,Pass,9,Moderate
E1320,703,Minor,None,Major,None,None,13,High
E1321,127,None,None,None,None,None,8,Moderate
E1322,540,None,None,None,None,Fail,9,Moderate
E1323,85,None,None,None,Flagged,Pass,7,Moderate
E1324,411,Minor,None,None,None,Fail,9,Moderate
E1325,499,Major,Within past 1-3 years,Major,None,None,14,High
E1326,187,None,Within past 1-3 years,Minor,None,Pass,8,Moderate
E1327,91,Major,None,None,None,None,10,Moderate
E1328,119,None,Within past year,Minor,None,Pass,9,Moderate
E1329,381,Major,Within past 1-3 years,None,None,None,12,Moderate
E1330,521,Major,None,None,None,None,12,Moderate
E1331,160,Minor,None,None,None,Pass,7,Moderate
E1332,493,None,Within past year,None,None,Pass,9,Moderate
E1333,157,Minor,Within past year,None,Flagged,Pass,10,Moderate
E1334,844,Minor,Within past 1-3 years,None,None,Pass,10,Moderate
E1335,393,Major,None,None,None,Fail,10,Moderate
E1336,772,None,None,None,Flagged,None,11,Moderate
E1337,494,Minor,None,None,None,None,10,Moderate
E1338,947,None,Within past year,None,None,Fail,11,Moderate
E1339,731,None,None,None,None,Fail,9,Moderate
E1340,658,None,Within past 1-3 years,None,None,None,11,Moderate
E1341,378,Minor,Within past year,None,None,Pass,10,Moderate
E1342,167,Minor,None,None,Flagged,Pass,8,Moderate
E1343,895,None,None,None,Flagged,Pass,9,Moderate
E1344,826,None,None,None,None,Fail,9,Moderate
E1345,612,Minor,None,None,None,Fail,10,Moderate
E1346,488,None,None,None,None,None,9,Moderate
E1347,292,Minor,Within past year,None,None,Pass,10,Moderate
E1348,24,Minor,None,None,Flagged,None,10,Moderate
E1349,29,None,None,Minor,None,None,9,Moderate
E1350,78,None,None,Minor,None,Pass,7,Moderate
E1351,130,None,None,Minor,None,Pass,7,Moderate
E1352,669,None,Within past year,Major,Flagged,Pass,13,High
E1353,234,None,Within past year,Minor,Flagged,None,13,High
E1354,499,Minor,None,None,None,None,10,Moderate
E1355,989,None,Within past year,None,None,None,12,Moderate
E1356,635,None,None,None,None,Pass,8,Moderate
E1357,860,None,None,Major,Flagged,Pass,11,Moderate
E1358,357,Minor,None,None,Flagged,Fail,10,Moderate
E1359,815,None,Within past year,None,None,None,12,Moderate
E1360,929,None,Within past 1-3 years,None,None,Pass,9,Moderate
E1361,35,Minor,None,None,None,Pass,7,Moderate
E1362,209,Minor,Within past year,None,None,Pass,10,Moderate
E1363,848,None,Within past year,Minor,None,Pass,11,Moderate
E1364,694,None,Within past 1-3 years,Major,None,Pass,11,Moderate
E1365,683,None,Within past 1-3 years,None,None,Fail,10,Moderate
E1366,885,None,None,Major,None,Pass,10,Moderate
E1367,702,None,None,None,None,Pass,8,Moderate
E1368,212,None,None,Minor,Flagged,None,11,Moderate
E1369,199,None,None,None,Flagged,Pass,7,Moderate
E1370,23,None,None,Major,None,Pass,8,Moderate
E1371,410,Minor,None,None,Flagged,Pass,9,Moderate
E1372,51,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1373,170,None,Within past year,None,None,None,10,Moderate
E1374,23,None,None,Minor,Flagged,Pass,8,Moderate
E1375,889,Minor,None,None,Flagged,None,12,Moderate
E1376,789,None,None,None,None,Pass,8,Moderate
E1377,38,None,Within past year,Minor,None,Pass,9,Moderate
E1378,268,Minor,None,None,Flagged,Fail,10,Moderate
E1379,380,None,None,Major,Flagged,None,12,Moderate
E1380,413,None,None,None,Flagged,Pass,8,Moderate
E1381,76,None,None,Minor,None,None,9,Moderate
E1382,489,Major,Within past year,Minor,None,Fail,13,High
E1383,210,None,Within past year,None,None,Pass,9,Moderate
E1384,511,Major,Within past year,Major,None,None,16,High
E1385,291,None,None,None,None,Fail,8,Moderate
E1386,267,Major,None,None,Flagged,Fail,11,Moderate
E1387,633,Major,Within past 1-3 years,None,None,Pass,11,Moderate
E1388,197,Minor,Within past 1-3 years,Minor,None,Fail,10,Moderate
E1389,854,Minor,None,None,None,Pass,9,Moderate
E1390,136,Major,None,None,None,None,10,Moderate
E1391,315,None,None,None,Flagged,Pass,8,Moderate
E1392,455,None,Within past year,None,None,Fail,10,Moderate
E1393,461,None,None,Minor,None,Pass,8,Moderate
E1394,59,None,Within past year,None,None,Pass,8,Moderate
E1395,102,Minor,None,None,None,Fail,8,Moderate
E1396,162,None,Within past year,Minor,None,None,11,Moderate
E1397,754,None,None,None,None,Pass,8,Moderate
E1398,463,Minor,Within past 1-3 years,None,None,Pass,9,Moderate
E1399,777,Minor,Within past year,Minor,None,None,14,High
E1400,39,Minor,None,Major,None,Fail,10,Moderate
E1401,122,Minor,None,Major,None,Fail,10,Moderate
E1402,996,Major,None,Minor,None,Pass,11,Moderate
E1403,827,None,Within past 1-3 years,None,None,Fail,10,Moderate
E1404,116,Major,None,None,None,Pass,8,Moderate
E1405,750,Minor,Within past year,Minor,None,Pass,12,Moderate
E1406,599,None,None,Major,Flagged,None,13,High
E1407,790,Major,Within past year,Minor,Flagged,None,16,High
E1408,403,None,None,None,None,Pass,7,Moderate
E1409,17,Major,None,None,None,None,10,Moderate
E1410,872,Minor,None,None,None,None,11,Moderate
E1411,19,Major,None,None,None,Fail,9,Moderate
E1412,764,Major,Within past year,None,None,Fail,13,High
E1413,238,Minor,Within past year,None,Flagged,Pass,11,Moderate
E1414,632,None,Within past year,None,None,Fail,11,Moderate
E1415,47,None,Within past 1-3 years,Minor,None,None,10,Moderate
E1416,776,Minor,None,Minor,None,Pass,10,Moderate
E1417,485,Major,None,Minor,Flagged,Pass,11,Moderate
E1418,303,Minor,Within past 1-3 years,None,None,None,11,Moderate
