Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category
E1005,85,None,None,None,Flagged,None,9,Moderate
E1006,66,None,Within past year,None,None,Pass,8,Moderate
E1007,151,None,None,None,None,Pass,6,Low
E1008,21,None,None,None,Flagged,None,9,Moderate
E1009,39,None,None,None,None,Fail,7,Moderate
E1010,175,None,Within past year,None,None,Pass,8,Moderate
E1011,34,None,None,None,None,Pass,6,Low
E1012,99,None,Within past year,None,Flagged,Pass,9,Moderate
E1013,151,None,None,None,None,Pass,6,Low
E1014,46,None,None,None,Flagged,Pass,7,Moderate
E1015,29,None,Within past year,None,None,Pass,8,Moderate
E1016,200,None,None,None,None,Pass,7,Moderate
E1017,100,None,None,None,None,Pass,6,Low
E1018,166,None,None,None,Flagged,Pass,7,Moderate
E1019,43,None,None,Minor,None,Pass,7,Moderate
E1020,37,None,None,None,None,Pass,6,Low
E1021,193,None,None,None,None,None,8,Moderate
E1022,170,None,None,None,None,Pass,6,Low
E1023,135,None,None,None,None,Pass,6,Low
E1024,175,Minor,None,None,None,Pass,7,Moderate
E1025,90,None,None,None,None,Pass,6,Low
E1026,81,None,None,None,Flagged,Pass,7,Moderate
E1027,144,None,Within past 1-3 years,None,None,None,9,Moderate
E1028,37,None,None,None,None,Pass,6,Low
E1029,147,None,None,None,None,Pass,6,Low
E1030,31,None,None,None,None,Pass,6,Low
E1031,196,None,None,Minor,None,Pass,7,Moderate
E1032,69,None,Within past year,None,None,Pass,8,Moderate
E1033,172,None,None,None,Flagged,Pass,7,Moderate
E1034,50,None,None,None,None,Pass,6,Low
E1035,126,None,None,None,None,Pass,6,Low
E1036,116,None,None,None,None,Fail,7,Moderate
E1037,199,None,None,None,None,Pass,6,Low
E1038,41,None,None,None,Flagged,Pass,7,Moderate
E1039,172,None,None,None,None,Pass,6,Low
E1040,45,Major,None,Minor,None,Pass,9,Moderate
E1041,24,None,None,None,None,Pass,6,Low
E1042,84,None,None,None,Flagged,Pass,7,Moderate
E1043,188,Minor,None,None,None,Pass,7,Moderate
E1044,20,None,None,None,Flagged,Fail,8,Moderate
E1045,154,None,None,None,None,Pass,6,Low
E1046,167,None,None,None,None,Pass,6,Low
E1047,107,None,None,None,None,Pass,6,Low
E1048,193,None,None,None,None,Pass,6,Low
E1049,61,None,None,None,None,Pass,6,Low
E1050,60,None,None,None,None,Fail,7,Moderate
E1051,173,None,Within past year,None,None,Pass,8,Moderate
E1052,62,None,None,None,None,Pass,6,Low
E1053,81,Minor,None,None,None,Pass,7,Moderate
E1054,129,None,None,None,Flagged,Pass,7,Moderate
E1055,59,None,None,None,Flagged,Pass,7,Moderate
E1056,186,None,None,None,None,Pass,6,Low
E1057,49,None,None,None,None,Pass,6,Low
E1058,13,Minor,None,None,None,Pass,7,Moderate
E1059,152,None,None,None,None,Pass,6,Low
E1060,45,Minor,None,None,None,Pass,7,Moderate
E1061,58,None,None,None,None,Pass,6,Low
E1062,172,None,None,None,None,Pass,6,Low
E1063,140,None,None,None,None,Pass,6,Low
E1064,45,None,None,None,None,None,8,Moderate
E1065,164,None,None,None,None,Pass,6,Low
E1066,73,Minor,None,None,None,Pass,7,Moderate
E1067,136,None,None,None,None,Pass,6,Low
E1068,58,None,None,None,None,Fail,7,Moderate
E1069,80,None,None,None,None,Pass,6,Low
E1070,92,None,None,None,None,Fail,7,Moderate
E1071,125,None,None,None,None,Pass,6,Low
E1072,169,None,None,None,None,Pass,6,Low
E1073,57,None,None,None,None,None,8,Moderate
E1074,88,None,None,None,Flagged,Pass,7,Moderate
E1075,58,None,None,None,None,Pass,6,Low
E1076,33,None,Within past year,None,None,Pass,8,Moderate
E1077,133,None,None,None,None,Fail,7,Moderate
E1078,30,None,None,None,None,Pass,6,Low
E1079,22,None,None,None,None,Pass,6,Low
E1080,43,None,None,None,None,Pass,6,Low
E1081,188,None,None,None,None,Pass,6,Low
E1082,31,None,None,None,None,Pass,6,Low
E1083,70,None,None,None,None,Pass,6,Low
E1084,58,None,None,Minor,Flagged,Pass,8,Moderate
E1085,101,None,None,None,None,Pass,6,Low
E1086,72,None,None,Minor,None,None,9,Moderate
E1087,127,None,None,Minor,None,Fail,8,Moderate
E1088,195,None,Within past year,None,None,Pass,8,Moderate
E1089,187,None,None,None,None,Pass,6,Low
E1090,150,None,None,None,Flagged,Pass,7,Moderate
E1091,12,None,None,None,Flagged,Pass,7,Moderate
E1092,107,None,None,None,None,Pass,6,Low
E1093,181,None,None,None,Flagged,Pass,7,Moderate
E1094,43,None,None,None,Flagged,Pass,7,Moderate
E1095,82,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1096,173,Minor,None,None,None,Pass,7,Moderate
E1097,172,None,None,None,None,Pass,6,Low
E1098,177,None,None,None,None,Pass,6,Low
E1099,192,None,None,None,None,Pass,6,Low
E1100,15,None,None,None,None,Pass,6,Low
E1101,39,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E1102,67,None,None,None,Flagged,Pass,7,Moderate
E1103,27,Minor,None,None,None,Pass,7,Moderate
E1104,179,None,None,None,Flagged,Pass,7,Moderate
E1105,114,None,None,None,None,Pass,6,Low
E1106,104,None,None,None,Flagged,Fail,8,Moderate
E1107,175,None,None,None,Flagged,Pass,7,Moderate
E1108,13,None,None,None,None,Pass,6,Low
E1109,199,None,None,None,Flagged,Fail,8,Moderate
E1110,163,Minor,None,None,Flagged,Pass,8,Moderate
E1111,192,Minor,None,None,None,Pass,7,Moderate
E1112,129,None,None,None,Flagged,Pass,7,Moderate
E1113,29,None,None,None,None,Pass,6,Low
E1114,113,None,None,None,None,Pass,6,Low
E1115,89,None,None,None,None,Pass,6,Low
E1116,83,Minor,None,None,None,Pass,7,Moderate
E1117,79,Minor,None,None,None,Pass,7,Moderate
E1118,190,None,None,None,None,Pass,6,Low
E1119,85,None,None,None,None,Pass,6,Low
E1120,28,None,None,None,None,Pass,6,Low
E1121,48,None,None,None,None,Pass,6,Low
E1122,22,None,None,None,None,Pass,6,Low
E1123,37,None,None,None,None,Pass,6,Low
E1124,154,None,None,None,None,Pass,6,Low
E1125,199,None,None,None,None,Pass,6,Low
E1126,117,None,None,Minor,None,Pass,7,Moderate
E1127,153,None,None,None,None,Pass,6,Low
E1128,164,None,None,None,None,Pass,6,Low
E1129,116,None,None,Minor,None,Pass,7,Moderate
E1130,147,Minor,None,None,Flagged,Pass,8,Moderate
E1131,161,Minor,None,None,None,Pass,7,Moderate
E1132,77,Minor,None,None,Flagged,Pass,8,Moderate
E1133,103,Major,None,None,Flagged,Pass,9,Moderate
E1134,86,None,Within past year,None,None,Pass,8,Moderate
E1135,102,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1136,176,None,None,None,None,Pass,6,Low
E1137,35,None,None,None,None,Fail,7,Moderate
E1138,142,None,Within past 1-3 years,Minor,None,Pass,8,Moderate
E1139,123,Minor,None,None,None,Pass,7,Moderate
E1140,53,None,None,None,None,Pass,6,Low
E1141,111,None,None,None,None,Pass,6,Low
E1142,11,None,None,None,None,Pass,6,Low
E1143,12,None,None,None,None,Pass,6,Low
E1144,186,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E1145,88,None,None,Minor,None,Pass,7,Moderate
E1146,29,None,None,None,None,Pass,6,Low
E1147,191,None,None,None,Flagged,Pass,7,Moderate
E1148,148,Minor,None,None,None,Pass,7,Moderate
E1149,133,None,None,Minor,None,Pass,7,Moderate
E1150,174,None,None,None,None,Pass,6,Low
E1151,133,None,None,Minor,None,Pass,7,Moderate
E1152,82,Major,None,None,None,Pass,8,Moderate
E1153,89,None,None,None,None,Pass,6,Low
E1154,199,None,None,None,None,Pass,6,Low
E1155,35,None,None,None,None,Pass,6,Low
E1156,113,None,None,None,Flagged,Pass,7,Moderate
E1157,65,None,None,None,None,Pass,6,Low
E1158,140,None,None,None,Flagged,Pass,7,Moderate
E1159,136,None,None,None,None,Pass,6,Low
E1160,192,None,None,None,None,Pass,6,Low
E1161,148,None,None,None,None,Pass,6,Low
E1162,72,None,None,Minor,None,Pass,7,Moderate
E1163,189,None,None,None,None,Pass,6,Low
E1164,179,Minor,Within past year,None,None,Pass,9,Moderate
E1165,29,None,None,None,None,Pass,6,Low
E1166,33,None,None,None,None,Pass,6,Low
E1167,121,None,None,None,None,Pass,6,Low
E1168,120,None,None,None,None,Pass,6,Low
E1169,96,None,None,Minor,None,Pass,7,Moderate
E1170,54,None,None,None,None,Pass,6,Low
E1171,159,None,None,None,None,Pass,6,Low
E1172,40,Minor,None,None,Flagged,Pass,8,Moderate
E1173,100,None,None,None,None,Pass,6,Low
E1174,165,None,None,None,None,Pass,6,Low
E1175,31,None,None,Minor,Flagged,Fail,9,Moderate
E1176,172,None,None,Minor,None,Pass,7,Moderate
E1177,36,None,Within past year,None,None,Pass,8,Moderate
E1178,15,None,None,None,Flagged,Pass,7,Moderate
E1179,194,None,None,None,None,Pass,6,Low
E1180,161,Minor,None,None,None,Pass,7,Moderate
E1181,100,None,None,None,None,Pass,6,Low
E1182,169,None,None,None,None,Pass,6,Low
E1183,29,None,Within past year,None,Flagged,Pass,9,Moderate
E1184,92,None,None,Minor,None,Pass,7,Moderate
E1185,155,None,None,None,None,Pass,6,Low
E1186,167,None,None,None,None,Pass,6,Low
E1187,48,None,None,Minor,None,Pass,7,Moderate
E1188,84,None,None,None,None,Pass,6,Low
E1189,102,None,None,None,None,Pass,6,Low
E1190,61,None,None,None,None,Pass,6,Low
E1191,62,Minor,None,None,None,Pass,7,Moderate
E1192,31,None,None,None,None,Pass,6,Low
E1193,78,None,Within past year,None,None,Pass,8,Moderate
E1194,20,None,None,None,None,Pass,6,Low
E1195,101,None,None,None,None,Pass,6,Low
E1196,109,Minor,None,None,None,Pass,7,Moderate
E1197,49,None,None,Minor,None,Pass,7,Moderate
E1198,197,None,None,None,None,Pass,6,Low
E1199,151,Minor,None,None,None,Fail,8,Moderate
E1200,130,None,None,None,Flagged,Pass,7,Moderate
E1201,55,Minor,None,None,None,Pass,7,Moderate
E1202,71,None,None,None,None,Pass,6,Low
E1203,80,None,None,None,None,Pass,6,Low
E1204,170,None,None,Minor,None,Fail,8,Moderate
E1205,80,None,Within past year,None,None,Pass,8,Moderate
E1206,69,None,None,None,None,Pass,6,Low
E1207,79,None,None,Minor,Flagged,Pass,8,Moderate
E1208,63,None,None,None,Flagged,Pass,7,Moderate
E1209,192,None,None,None,None,Pass,6,Low
E1210,22,Minor,None,None,Flagged,Pass,8,Moderate
E1211,74,None,Within past year,None,Flagged,Pass,9,Moderate
E1212,66,None,None,None,None,Pass,6,Low
E1213,31,None,None,None,None,Pass,6,Low
E1214,111,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1215,63,None,None,None,None,Pass,6,Low
E1216,176,None,None,None,None,Pass,6,Low
E1217,75,None,None,None,None,Pass,6,Low
E1218,118,None,None,None,None,Fail,7,Moderate
E1219,145,None,None,None,None,Pass,6,Low
E1220,83,None,None,None,Flagged,Fail,8,Moderate
E1221,72,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1222,118,None,None,None,None,Pass,6,Low
E1223,111,None,None,Major,Flagged,Pass,9,Moderate
E1224,152,Major,None,None,None,Pass,8,Moderate
E1225,144,Minor,None,None,None,Pass,7,Moderate
E1226,75,None,None,None,None,Pass,6,Low
E1227,160,None,None,None,None,Pass,6,Low
E1228,28,None,None,None,Flagged,Pass,7,Moderate
E1229,116,None,None,None,None,Fail,7,Moderate
E1230,147,None,None,None,None,Pass,6,Low
E1231,103,None,None,None,None,Pass,6,Low
E1232,109,None,None,Minor,None,Pass,7,Moderate
E1233,136,None,None,None,Flagged,Pass,7,Moderate
E1234,118,None,None,None,None,Fail,7,Moderate
E1235,166,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E1236,32,None,None,None,None,Pass,6,Low
E1237,110,None,None,None,None,Pass,6,Low
E1238,157,None,None,None,None,Pass,6,Low
E1239,154,None,None,None,None,Pass,6,Low
E1240,191,Minor,None,None,None,Pass,7,Moderate
E1241,71,None,None,Minor,None,Pass,7,Moderate
E1242,47,None,None,None,None,Pass,6,Low
E1243,183,None,None,None,Flagged,Pass,7,Moderate
E1244,129,None,None,None,None,Pass,6,Low
E1245,192,None,None,None,None,Pass,6,Low
E1246,35,None,None,None,None,Pass,6,Low
E1247,133,None,None,None,None,Pass,6,Low
E1248,33,None,None,None,Flagged,Pass,7,Moderate
E1249,181,None,None,None,None,Pass,6,Low
E1250,21,Major,None,None,None,Pass,8,Moderate
E1251,69,None,None,None,Flagged,Pass,7,Moderate
E1252,19,None,Within past year,None,None,Pass,8,Moderate
E1253,57,None,None,None,None,Pass,6,Low
E1254,171,Minor,Within past year,None,None,Pass,9,Moderate
E1255,92,Minor,None,None,Flagged,Pass,8,Moderate
E1256,91,None,None,None,None,Pass,6,Low
E1257,109,None,None,None,None,Pass,6,Low
E1258,138,None,Within past year,None,None,Pass,8,Moderate
E1259,92,None,None,None,None,Pass,6,Low
E1260,36,None,None,None,None,Pass,6,Low
E1261,172,None,None,None,None,Fail,7,Moderate
E1262,190,None,None,None,None,Pass,6,Low
E1263,131,None,None,None,None,Pass,6,Low
E1264,113,None,None,None,None,Pass,6,Low
E1265,90,None,None,None,Flagged,Fail,8,Moderate
E1266,56,None,None,None,None,Pass,6,Low
E1267,163,None,None,None,Flagged,Pass,7,Moderate
E1268,14,None,None,None,None,Pass,6,Low
E1269,64,None,None,None,None,Pass,6,Low
E1270,109,None,None,None,None,Pass,6,Low
E1271,51,None,None,None,None,Pass,6,Low
E1272,43,None,None,None,None,Pass,6,Low
E1273,23,None,None,None,None,Pass,6,Low
E1274,123,None,None,None,None,Pass,6,Low
E1275,126,None,None,None,None,Pass,6,Low
E1276,24,Minor,None,None,Flagged,Pass,8,Moderate
E1277,142,None,None,None,None,Pass,6,Low
E1278,11,None,Within past year,None,Flagged,Pass,9,Moderate
E1279,30,None,None,None,None,Pass,6,Low
E1280,38,None,None,None,None,Pass,6,Low
E1281,196,None,None,None,None,Pass,6,Low
E1282,119,None,None,None,None,Pass,6,Low
E1283,184,None,None,None,Flagged,Pass,7,Moderate
E1284,84,None,None,None,None,Pass,6,Low
E1285,27,None,None,None,None,Pass,6,Low
E1286,42,None,Within past year,None,None,Fail,9,Moderate
E1287,34,None,None,None,None,Pass,6,Low
E1288,139,None,None,None,None,Pass,6,Low
E1289,193,None,None,None,None,Pass,6,Low
E1290,95,None,None,None,None,Pass,6,Low
E1291,15,None,None,None,None,Pass,6,Low
E1292,66,None,None,None,None,Pass,6,Low
E1293,52,Minor,None,None,None,Pass,7,Moderate
E1294,36,None,Within past year,None,None,Pass,8,Moderate
E1295,26,None,None,None,None,Pass,6,Low
E1296,118,None,None,None,None,Pass,6,Low
E1297,14,None,None,None,None,Pass,6,Low
E1298,59,None,None,None,None,Pass,6,Low
E1299,68,None,None,None,None,Pass,6,Low
E1300,92,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1301,41,None,None,None,None,Pass,6,Low
E1302,167,None,None,None,None,Pass,6,Low
E1303,141,Minor,None,None,None,Pass,7,Moderate
E1304,184,None,None,None,Flagged,Pass,7,Moderate
E1305,73,None,None,None,None,Pass,6,Low
E1306,120,None,None,Major,None,Pass,8,Moderate
E1307,38,Minor,None,None,None,Pass,7,Moderate
E1308,166,None,None,None,None,Pass,6,Low
E1309,92,None,None,None,Flagged,Pass,7,Moderate
E1310,52,None,None,None,None,Pass,6,Low
E1311,129,None,None,None,None,Pass,6,Low
E1312,174,None,None,None,None,Pass,6,Low
E1313,191,None,None,None,None,Pass,6,Low
E1314,127,None,None,None,None,Pass,6,Low
E1315,51,None,None,None,None,Pass,6,Low
E1316,195,None,None,None,None,Pass,6,Low
E1317,64,None,None,None,None,Pass,6,Low
E1318,25,Minor,None,None,None,Pass,7,Moderate
E1319,139,None,None,None,None,Pass,6,Low
E1320,28,None,None,None,Flagged,Pass,7,Moderate
E1321,131,None,None,None,None,Pass,6,Low
E1322,192,None,None,None,None,Pass,6,Low
E1323,191,None,None,None,None,Pass,6,Low
E1324,95,Minor,None,None,None,Pass,7,Moderate
E1325,88,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1326,135,None,None,None,None,Pass,6,Low
E1327,163,None,None,None,None,Pass,6,Low
E1328,170,None,None,None,None,Pass,6,Low
E1329,50,None,None,None,None,Pass,6,Low
E1330,104,None,None,None,None,Pass,6,Low
E1331,105,None,None,None,None,Pass,6,Low
E1332,162,None,None,None,None,Pass,6,Low
E1333,97,None,None,None,Flagged,Pass,7,Moderate
E1334,37,None,None,None,None,Fail,7,Moderate
E1335,32,None,None,None,None,Pass,6,Low
E1336,74,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1337,69,None,None,None,None,None,8,Moderate
E1338,154,None,None,None,None,Pass,6,Low
E1339,45,None,None,None,None,Pass,6,Low
E1340,21,None,None,None,None,Pass,6,Low
E1341,28,None,None,None,Flagged,Pass,7,Moderate
E1342,98,None,Within past year,None,None,Pass,8,Moderate
E1343,37,None,None,None,Flagged,Pass,7,Moderate
E1344,124,Minor,None,None,Flagged,Pass,8,Moderate
E1345,150,None,None,None,None,Pass,6,Low
E1346,131,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1347,138,None,None,None,None,Fail,7,Moderate
E1348,124,None,None,None,None,Pass,6,Low
E1349,136,None,None,None,None,Pass,6,Low
E1350,194,None,None,None,Flagged,Pass,7,Moderate
E1351,73,Minor,None,None,None,Pass,7,Moderate
E1352,28,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1353,177,None,Within past year,None,None,Pass,8,Moderate
E1354,135,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1355,64,Minor,None,None,None,Pass,7,Moderate
E1356,30,None,None,None,Flagged,Pass,7,Moderate
E1357,39,None,None,None,Flagged,Pass,7,Moderate
E1358,121,None,None,None,None,Pass,6,Low
E1359,156,None,None,None,None,Pass,6,Low
E1360,191,None,None,None,None,Pass,6,Low
E1361,178,None,None,None,None,Pass,6,Low
E1362,194,None,None,None,None,Pass,6,Low
E1363,28,None,None,None,None,Pass,6,Low
E1364,117,None,None,Major,Flagged,Pass,9,Moderate
E1365,14,None,None,None,None,Pass,6,Low
E1366,92,None,None,Minor,Flagged,Pass,8,Moderate
E1367,170,Minor,None,None,None,Pass,7,Moderate
E1368,144,None,None,Major,None,Pass,8,Moderate
E1369,50,None,Within past 1-3 years,None,None,Fail,8,Moderate
E1370,13,None,None,Minor,None,None,9,Moderate
E1371,130,None,None,None,None,Pass,6,Low
E1372,92,None,None,None,None,Pass,6,Low
E1373,183,None,None,None,None,Pass,6,Low
E1374,88,None,None,None,Flagged,Pass,7,Moderate
E1375,68,None,None,None,None,Pass,6,Low
E1376,53,Minor,None,None,None,Pass,7,Moderate
E1377,78,None,None,None,None,Pass,6,Low
E1378,103,Minor,None,None,None,Pass,7,Moderate
E1379,180,None,None,None,None,Pass,6,Low
E1380,131,None,None,None,None,Pass,6,Low
E1381,133,None,None,None,None,Pass,6,Low
E1382,194,None,None,None,None,Pass,6,Low
E1383,73,Minor,None,Minor,None,Pass,8,Moderate
E1384,138,None,None,None,Flagged,Pass,7,Moderate
E1385,28,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1386,146,None,None,None,Flagged,Pass,7,Moderate
E1387,77,None,None,None,None,Pass,6,Low
E1388,19,None,None,None,None,Pass,6,Low
E1389,88,None,None,None,None,Pass,6,Low
E1390,77,None,None,None,None,Pass,6,Low
E1391,69,None,None,None,None,None,8,Moderate
E1392,83,None,None,None,None,Fail,7,Moderate
E1393,150,None,None,None,None,Pass,6,Low
E1394,172,None,None,None,None,Pass,6,Low
E1395,54,None,None,None,None,Fail,7,Moderate
E1396,110,None,None,None,None,Pass,6,Low
E1397,190,None,None,None,None,Pass,6,Low
E1398,89,None,None,None,None,Pass,6,Low
E1399,102,None,None,None,None,Pass,6,Low
E1400,128,None,None,None,None,Pass,6,Low
E1401,86,Minor,None,None,None,Pass,7,Moderate
E1402,162,None,None,None,None,Pass,6,Low
E1403,178,None,Within past year,None,None,Pass,8,Moderate
E1404,57,None,None,None,None,Pass,6,Low
E1405,37,None,None,None,None,Pass,6,Low
E1406,122,None,None,None,None,Fail,7,Moderate
E1407,150,None,None,None,None,Pass,6,Low
E1408,34,None,None,Minor,None,Pass,7,Moderate
E1409,78,Minor,None,None,None,Pass,7,Moderate
E1410,197,None,None,None,None,Pass,6,Low
E1411,186,None,None,Major,Flagged,Pass,9,Moderate
E1412,170,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1413,149,None,None,None,None,Pass,6,Low
E1414,45,None,None,None,None,Pass,6,Low
E1415,58,None,None,None,None,Pass,6,Low
E1416,146,None,None,Minor,Flagged,Pass,8,Moderate
E1417,79,None,None,None,None,Pass,6,Low
E1418,182,None,None,None,Flagged,Pass,7,Moderate
E1419,99,None,Within past year,None,None,Pass,8,Moderate
E1420,57,Major,Within past 1-3 years,None,None,Pass,9,Moderate
E1421,114,None,None,Minor,None,Fail,8,Moderate
E1422,49,None,None,None,Flagged,Pass,7,Moderate
E1423,134,None,None,None,None,Pass,6,Low
E1424,168,None,None,None,None,Pass,6,Low
E1425,26,None,None,None,Flagged,Pass,7,Moderate
E1426,107,None,None,None,Flagged,Pass,7,Moderate
E1427,155,None,None,None,Flagged,Pass,7,Moderate
E1428,138,None,None,None,None,Pass,6,Low
E1429,101,None,None,None,Flagged,Pass,7,Moderate
E1430,94,None,None,None,Flagged,Pass,7,Moderate
E1431,23,None,Within past year,None,None,Pass,8,Moderate
E1432,156,None,Within past year,None,None,Pass,8,Moderate
E1433,182,None,None,None,None,Pass,6,Low
E1434,159,None,None,Minor,Flagged,Pass,8,Moderate
E1435,98,None,None,None,Flagged,Pass,7,Moderate
E1436,184,Minor,None,None,None,Pass,7,Moderate
E1437,171,None,None,None,None,Pass,6,Low
E1438,126,Major,None,None,None,Pass,8,Moderate
E1439,104,None,None,None,None,Pass,6,Low
E1440,98,None,Within past year,None,None,Pass,8,Moderate
E1441,132,None,None,None,None,Pass,6,Low
E1442,28,None,None,None,Flagged,Pass,7,Moderate
E1443,38,None,None,None,None,Pass,6,Low
E1444,190,None,None,None,None,Pass,6,Low
E1445,130,None,None,None,Flagged,Pass,7,Moderate
E1446,145,None,None,None,Flagged,Pass,7,Moderate
E1447,184,None,None,None,None,Pass,6,Low
E1448,87,None,None,None,None,Pass,6,Low
E1449,29,None,None,None,Flagged,Pass,7,Moderate
E1450,44,Major,None,None,None,Pass,8,Moderate
E1451,64,None,None,None,None,Fail,7,Moderate
E1452,30,None,None,None,Flagged,None,9,Moderate
E1453,33,None,None,None,Flagged,Pass,7,Moderate
E1454,179,None,None,Minor,None,Pass,7,Moderate
E1455,140,None,None,None,Flagged,Pass,7,Moderate
E1456,165,None,None,None,None,Fail,7,Moderate
E1457,85,None,None,None,None,Fail,7,Moderate
E1458,109,Minor,None,None,None,Pass,7,Moderate
E1459,98,None,Within past year,None,None,Pass,8,Moderate
E1460,116,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1461,49,None,None,None,None,Pass,6,Low
E1462,175,None,None,Minor,None,Pass,7,Moderate
E1463,127,None,None,None,None,Pass,6,Low
E1464,13,None,None,None,None,Pass,6,Low
E1465,183,None,None,None,None,Pass,6,Low
E1466,76,Minor,None,None,None,Pass,7,Moderate
E1467,71,None,None,None,None,Pass,6,Low
E1468,149,None,Within past year,None,None,Pass,8,Moderate
E1469,22,None,None,None,None,Fail,7,Moderate
E1470,95,None,None,Minor,None,Pass,7,Moderate
E1471,114,None,None,None,None,Pass,6,Low
E1472,163,None,None,None,None,Pass,6,Low
E1473,159,Minor,None,None,None,Pass,7,Moderate
E1474,94,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1475,35,Minor,None,None,None,Pass,7,Moderate
E1476,149,None,None,None,Flagged,Pass,7,Moderate
E1477,95,None,None,None,Flagged,Pass,7,Moderate
E1478,161,None,None,None,None,Pass,6,Low
E1479,165,None,None,None,None,Pass,6,Low
E1480,140,None,None,None,Flagged,Pass,7,Moderate
E1481,116,Minor,Within past year,None,None,Pass,9,Moderate
E1482,72,None,None,None,Flagged,Pass,7,Moderate
E1483,179,None,None,None,None,Pass,6,Low
E1484,165,None,None,None,Flagged,Pass,7,Moderate
E1485,194,None,None,Major,None,Pass,8,Moderate
E1486,17,None,None,Minor,None,Pass,7,Moderate
E1487,85,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1488,15,None,None,None,None,Pass,6,Low
E1489,157,None,Within past year,None,None,Pass,8,Moderate
E1490,75,None,None,Minor,Flagged,Pass,8,Moderate
E1491,70,None,None,None,None,Pass,6,Low
E1492,66,None,None,Major,None,Pass,8,Moderate
E1493,183,Minor,None,None,None,Pass,7,Moderate
E1494,86,None,None,None,None,Pass,6,Low
E1495,182,None,None,None,None,Fail,7,Moderate
E1496,200,None,None,None,Flagged,Pass,8,Moderate
E1497,60,None,None,None,None,Pass,6,Low
E1498,130,None,None,None,Flagged,Pass,7,Moderate
E1499,76,None,None,None,None,Pass,6,Low
E1500,200,None,None,None,None,Pass,7,Moderate
E1501,78,None,None,Minor,Flagged,None,10,Moderate
E1502,111,None,None,None,Flagged,Pass,7,Moderate
E1503,152,None,Within past 1-3 years,None,None,Pass,7,Moderate
E1504,157,None,None,None,None,Pass,6,Low
E1505,187,None,None,None,Flagged,Pass,7,Moderate
E1506,186,None,None,None,None,Fail,7,Moderate
E1507,141,None,None,None,None,Pass,6,Low
E1508,88,None,Within past year,None,None,Fail,9,Moderate
E1509,183,None,None,None,Flagged,Pass,7,Moderate
E1510,131,None,None,None,None,Pass,6,Low
E1511,44,None,None,None,None,Pass,6,Low
E1512,126,Minor,None,None,None,Pass,7,Moderate
E1513,107,None,None,None,None,Pass,6,Low
E1514,179,None,None,Minor,None,Pass,7,Moderate
E1515,162,None,None,None,Flagged,Pass,7,Moderate
E1516,192,None,Within past year,None,None,Pass,8,Moderate
E1517,88,None,None,None,None,Pass,6,Low
E1518,121,None,None,None,None,Pass,6,Low
E1519,126,None,None,None,None,Pass,6,Low
E1520,174,None,None,None,Flagged,Pass,7,Moderate
E1521,81,None,None,Minor,None,Fail,8,Moderate
E1522,199,None,None,None,None,Pass,6,Low
E1523,75,None,None,None,None,Fail,7,Moderate
E1524,188,None,None,None,None,Pass,6,Low
E1525,168,None,None,None,Flagged,Pass,7,Moderate
E1526,118,None,None,None,None,Pass,6,Low
E1527,183,None,None,Minor,None,Pass,7,Moderate
E1528,12,Minor,None,None,None,Pass,7,Moderate
E1529,186,Minor,None,None,None,Pass,7,Moderate
E1530,73,None,None,None,None,Pass,6,Low
E1531,166,Minor,None,None,None,Pass,7,Moderate
E1532,132,None,None,None,None,Pass,6,Low
E1533,20,None,None,None,Flagged,None,9,Moderate
E1534,91,None,None,None,None,Pass,6,Low
E1535,24,None,None,None,Flagged,Pass,7,Moderate
E1536,71,None,None,None,None,Pass,6,Low
E1537,149,Major,None,None,None,Pass,8,Moderate
E1538,184,None,None,None,None,Pass,6,Low
E1539,68,Minor,None,None,None,Fail,8,Moderate
E1540,147,None,None,None,Flagged,Pass,7,Moderate
E1541,41,None,None,None,None,Pass,6,Low
E1542,136,None,None,None,Flagged,Pass,7,Moderate
E1543,100,None,None,None,None,Pass,6,Low
E1544,31,None,None,None,None,Pass,6,Low
E1545,95,Major,None,None,None,Pass,8,Moderate
E1546,66,None,None,None,Flagged,Fail,8,Moderate
E1547,70,None,None,None,None,Pass,6,Low
E1548,92,Minor,None,None,Flagged,Pass,8,Moderate
E1549,96,None,Within past year,None,Flagged,Pass,9,Moderate
E1550,186,None,None,None,None,Pass,6,Low
